Entity,Code,Day,total_vaccinations
Afghanistan,AFG,2021-02-22,0
Afghanistan,AFG,2021-02-28,8200
Afghanistan,AFG,2021-03-16,54000
Afghanistan,AFG,2021-04-07,120000
Africa,,2021-01-09,0
Africa,,2021-01-13,2000
Africa,,2021-01-15,4000
Africa,,2021-01-16,7000
Africa,,2021-01-19,10976
Africa,,2021-01-20,13163
Africa,,2021-01-22,16890
Africa,,2021-01-23,18353
Africa,,2021-01-24,18353
Africa,,2021-01-25,19889
Africa,,2021-01-26,22712
Africa,,2021-01-27,25587
Africa,,2021-01-28,28779
Africa,,2021-01-29,30861
Africa,,2021-01-30,122206
Africa,,2021-01-31,158206
Africa,,2021-02-01,236712
Africa,,2021-02-02,295127
Africa,,2021-02-03,347149
Africa,,2021-02-04,390474
Africa,,2021-02-05,446986
Africa,,2021-02-06,504800
Africa,,2021-02-08,593502
Africa,,2021-02-09,661263
Africa,,2021-02-10,795836
Africa,,2021-02-11,908796
Africa,,2021-02-12,1165581
Africa,,2021-02-13,1446178
Africa,,2021-02-15,1766999
Africa,,2021-02-16,1965819
Africa,,2021-02-17,2147659
Africa,,2021-02-18,2303964
Africa,,2021-02-19,2513999
Africa,,2021-02-20,2616931
Africa,,2021-02-21,2622421
Africa,,2021-02-22,2745898
Africa,,2021-02-23,2854362
Africa,,2021-02-24,3153546
Africa,,2021-02-25,3434869
Africa,,2021-02-26,3677524
Africa,,2021-02-27,3866267
Africa,,2021-02-28,3873994
Africa,,2021-03-01,4091848
Africa,,2021-03-02,4252773
Africa,,2021-03-03,4424168
Africa,,2021-03-04,4570159
Africa,,2021-03-05,4808230
Africa,,2021-03-06,5013197
Africa,,2021-03-07,5053898
Africa,,2021-03-08,5402174
Africa,,2021-03-09,5542597
Africa,,2021-03-10,5882799
Africa,,2021-03-11,6071207
Africa,,2021-03-12,6381226
Africa,,2021-03-13,6784874
Africa,,2021-03-14,6801397
Africa,,2021-03-15,7194432
Africa,,2021-03-16,7429911
Africa,,2021-03-17,7631610
Africa,,2021-03-18,7818857
Africa,,2021-03-19,8126953
Africa,,2021-03-20,8219312
Africa,,2021-03-21,8240860
Africa,,2021-03-22,8363101
Africa,,2021-03-23,8518239
Africa,,2021-03-24,9340870
Africa,,2021-03-25,9628107
Africa,,2021-03-26,9896635
Africa,,2021-03-27,10059253
Africa,,2021-03-28,10318102
Africa,,2021-03-29,10531017
Africa,,2021-03-30,10727802
Africa,,2021-03-31,11191490
Africa,,2021-04-01,11445067
Africa,,2021-04-02,11598831
Africa,,2021-04-03,11734070
Africa,,2021-04-04,11955654
Africa,,2021-04-05,12110403
Africa,,2021-04-06,12449430
Africa,,2021-04-07,12815162
Africa,,2021-04-08,12998514
Africa,,2021-04-09,13144209
Africa,,2021-04-10,13234659
Albania,ALB,2021-01-10,0
Albania,ALB,2021-01-12,128
Albania,ALB,2021-01-13,188
Albania,ALB,2021-01-14,266
Albania,ALB,2021-01-15,308
Albania,ALB,2021-01-16,369
Albania,ALB,2021-01-17,405
Albania,ALB,2021-01-18,447
Albania,ALB,2021-01-19,483
Albania,ALB,2021-01-20,519
Albania,ALB,2021-01-21,549
Albania,ALB,2021-02-02,550
Albania,ALB,2021-02-09,1127
Albania,ALB,2021-02-17,1701
Albania,ALB,2021-02-18,3049
Albania,ALB,2021-02-19,4177
Albania,ALB,2021-02-22,6728
Albania,ALB,2021-02-25,10135
Albania,ALB,2021-03-01,14295
Albania,ALB,2021-03-03,15793
Albania,ALB,2021-03-10,21613
Albania,ALB,2021-03-12,23635
Albania,ALB,2021-03-17,33369
Albania,ALB,2021-03-22,48229
Albania,ALB,2021-03-23,51690
Albania,ALB,2021-03-24,53992
Albania,ALB,2021-03-25,59348
Albania,ALB,2021-03-26,62248
Albania,ALB,2021-03-27,64075
Albania,ALB,2021-03-28,78000
Albania,ALB,2021-03-30,119321
Albania,ALB,2021-03-31,138846
Albania,ALB,2021-04-01,155463
Albania,ALB,2021-04-02,172486
Albania,ALB,2021-04-03,185496
Albania,ALB,2021-04-04,192882
Albania,ALB,2021-04-05,206708
Albania,ALB,2021-04-06,221588
Albania,ALB,2021-04-07,232379
Albania,ALB,2021-04-08,242542
Albania,ALB,2021-04-09,250676
Albania,ALB,2021-04-10,256810
Algeria,DZA,2021-01-29,0
Algeria,DZA,2021-01-30,30
Algeria,DZA,2021-02-19,75000
Andorra,AND,2021-01-25,576
Andorra,AND,2021-02-01,1036
Andorra,AND,2021-02-10,1291
Andorra,AND,2021-02-12,1622
Andorra,AND,2021-02-19,2141
Andorra,AND,2021-02-24,2390
Andorra,AND,2021-02-26,2526
Andorra,AND,2021-03-08,3611
Andorra,AND,2021-03-10,4914
Andorra,AND,2021-03-15,8363
Andorra,AND,2021-03-19,9288
Andorra,AND,2021-04-04,12440
Angola,AGO,2021-03-01,0
Angola,AGO,2021-03-08,6169
Angola,AGO,2021-03-18,49000
Angola,AGO,2021-03-24,87022
Angola,AGO,2021-03-29,130750
Angola,AGO,2021-04-06,181578
Anguilla,AIA,2021-02-04,0
Anguilla,AIA,2021-02-13,1341
Anguilla,AIA,2021-02-14,2762
Anguilla,AIA,2021-02-26,3929
Anguilla,AIA,2021-03-13,5000
Anguilla,AIA,2021-03-19,5348
Antigua and Barbuda,ATG,2021-02-16,0
Antigua and Barbuda,ATG,2021-03-15,24164
Antigua and Barbuda,ATG,2021-03-19,25677
Antigua and Barbuda,ATG,2021-03-25,26424
Argentina,ARG,2020-12-29,700
Argentina,ARG,2020-12-31,32013
Argentina,ARG,2021-01-04,39599
Argentina,ARG,2021-01-08,107542
Argentina,ARG,2021-01-13,166833
Argentina,ARG,2021-01-15,200759
Argentina,ARG,2021-01-20,247933
Argentina,ARG,2021-01-21,265724
Argentina,ARG,2021-01-22,279602
Argentina,ARG,2021-01-23,288064
Argentina,ARG,2021-01-24,292023
Argentina,ARG,2021-01-25,292386
Argentina,ARG,2021-01-26,305880
Argentina,ARG,2021-01-27,318033
Argentina,ARG,2021-01-28,327999
Argentina,ARG,2021-01-29,344034
Argentina,ARG,2021-01-30,366384
Argentina,ARG,2021-02-01,375851
Argentina,ARG,2021-02-03,396562
Argentina,ARG,2021-02-04,444018
Argentina,ARG,2021-02-06,471383
Argentina,ARG,2021-02-07,501152
Argentina,ARG,2021-02-08,511582
Argentina,ARG,2021-02-09,513178
Argentina,ARG,2021-02-10,535303
Argentina,ARG,2021-02-11,572928
Argentina,ARG,2021-02-12,591632
Argentina,ARG,2021-02-13,606245
Argentina,ARG,2021-02-14,609605
Argentina,ARG,2021-02-15,609791
Argentina,ARG,2021-02-16,611169
Argentina,ARG,2021-02-17,612322
Argentina,ARG,2021-02-18,635583
Argentina,ARG,2021-02-19,668654
Argentina,ARG,2021-02-20,707148
Argentina,ARG,2021-02-21,720267
Argentina,ARG,2021-02-22,722234
Argentina,ARG,2021-02-23,746615
Argentina,ARG,2021-02-24,780455
Argentina,ARG,2021-02-25,829832
Argentina,ARG,2021-02-26,903915
Argentina,ARG,2021-02-27,984895
Argentina,ARG,2021-02-28,1025003
Argentina,ARG,2021-03-01,1049169
Argentina,ARG,2021-03-02,1126108
Argentina,ARG,2021-03-03,1181292
Argentina,ARG,2021-03-04,1252461
Argentina,ARG,2021-03-05,1357596
Argentina,ARG,2021-03-07,1526078
Argentina,ARG,2021-03-08,1546699
Argentina,ARG,2021-03-09,1648957
Argentina,ARG,2021-03-10,1774438
Argentina,ARG,2021-03-11,1919074
Argentina,ARG,2021-03-12,2098205
Argentina,ARG,2021-03-13,2294738
Argentina,ARG,2021-03-14,2381429
Argentina,ARG,2021-03-15,2404194
Argentina,ARG,2021-03-16,2541362
Argentina,ARG,2021-03-17,2668103
Argentina,ARG,2021-03-18,2805153
Argentina,ARG,2021-03-19,2939364
Argentina,ARG,2021-03-20,3063864
Argentina,ARG,2021-03-21,3119828
Argentina,ARG,2021-03-22,3142444
Argentina,ARG,2021-03-23,3240731
Argentina,ARG,2021-03-24,3328933
Argentina,ARG,2021-03-25,3365839
Argentina,ARG,2021-03-26,3474415
Argentina,ARG,2021-03-27,3570460
Argentina,ARG,2021-03-28,3625283
Argentina,ARG,2021-03-29,3646068
Argentina,ARG,2021-03-30,3744566
Argentina,ARG,2021-03-31,3891932
Argentina,ARG,2021-04-01,4023017
Argentina,ARG,2021-04-02,4123152
Argentina,ARG,2021-04-03,4178896
Argentina,ARG,2021-04-04,4234505
Argentina,ARG,2021-04-05,4260808
Argentina,ARG,2021-04-06,4404175
Argentina,ARG,2021-04-07,4571819
Argentina,ARG,2021-04-08,4771214
Argentina,ARG,2021-04-09,4956023
Argentina,ARG,2021-04-10,5201468
Armenia,ARM,2021-03-31,565
Asia,,2020-12-15,1500000
Asia,,2020-12-19,1500061
Asia,,2020-12-20,1507433
Asia,,2020-12-21,1532305
Asia,,2020-12-22,1576917
Asia,,2020-12-23,1678699
Asia,,2020-12-24,1763101
Asia,,2020-12-25,1802010
Asia,,2020-12-26,1835576
Asia,,2020-12-27,1941919
Asia,,2020-12-28,2082245
Asia,,2020-12-29,2240733
Asia,,2020-12-30,2396274
Asia,,2020-12-31,5557075
Asia,,2021-01-01,5628945
Asia,,2021-01-02,5701961
Asia,,2021-01-03,5853405
Asia,,2021-01-04,6007930
Asia,,2021-01-05,6963234
Asia,,2021-01-06,7171973
Asia,,2021-01-07,7391545
Asia,,2021-01-08,7517734
Asia,,2021-01-09,12146865
Asia,,2021-01-10,12262528
Asia,,2021-01-11,12433020
Asia,,2021-01-12,12611219
Asia,,2021-01-13,13840874
Asia,,2021-01-14,14379970
Asia,,2021-01-15,14921744
Asia,,2021-01-16,15360965
Asia,,2021-01-17,15778962
Asia,,2021-01-18,16414372
Asia,,2021-01-19,17063491
Asia,,2021-01-20,22614113
Asia,,2021-01-21,23237250
Asia,,2021-01-22,24059676
Asia,,2021-01-23,24488083
Asia,,2021-01-24,24828667
Asia,,2021-01-25,25612740
Asia,,2021-01-26,26154804
Asia,,2021-01-27,34769728
Asia,,2021-01-28,35946917
Asia,,2021-01-29,37132626
Asia,,2021-01-30,37713116
Asia,,2021-01-31,39424486
Asia,,2021-02-01,40247670
Asia,,2021-02-02,40877179
Asia,,2021-02-03,48831426
Asia,,2021-02-04,49919375
Asia,,2021-02-05,51112993
Asia,,2021-02-06,51870332
Asia,,2021-02-07,52197875
Asia,,2021-02-08,52995297
Asia,,2021-02-09,63227680
Asia,,2021-02-10,64447908
Asia,,2021-02-11,65384325
Asia,,2021-02-12,66595998
Asia,,2021-02-13,67673012
Asia,,2021-02-14,68181839
Asia,,2021-02-15,69653783
Asia,,2021-02-16,71056618
Asia,,2021-02-17,72577784
Asia,,2021-02-18,74719179
Asia,,2021-02-19,76001538
Asia,,2021-02-20,77401131
Asia,,2021-02-21,77907874
Asia,,2021-02-22,78981738
Asia,,2021-02-23,80487345
Asia,,2021-02-24,81959566
Asia,,2021-02-25,83659845
Asia,,2021-02-26,85001190
Asia,,2021-02-27,86162587
Asia,,2021-02-28,98768577
Asia,,2021-03-01,100365663
Asia,,2021-03-02,102326804
Asia,,2021-03-03,104462096
Asia,,2021-03-04,106910483
Asia,,2021-03-05,109072406
Asia,,2021-03-06,111203574
Asia,,2021-03-07,112345492
Asia,,2021-03-08,115093952
Asia,,2021-03-09,117637846
Asia,,2021-03-10,120429248
Asia,,2021-03-11,121883224
Asia,,2021-03-12,124776541
Asia,,2021-03-13,127186117
Asia,,2021-03-14,140732678
Asia,,2021-03-15,145054887
Asia,,2021-03-16,148921126
Asia,,2021-03-17,152567008
Asia,,2021-03-18,155916361
Asia,,2021-03-19,161359606
Asia,,2021-03-20,175072873
Asia,,2021-03-21,176155132
Asia,,2021-03-22,186653481
Asia,,2021-03-23,193328637
Asia,,2021-03-24,200006264
Asia,,2021-03-25,209188613
Asia,,2021-03-26,219219054
Asia,,2021-03-27,227158890
Asia,,2021-03-28,232405331
Asia,,2021-03-29,238826628
Asia,,2021-03-30,245678150
Asia,,2021-03-31,255323823
Asia,,2021-04-01,267596757
Asia,,2021-04-02,279884803
Asia,,2021-04-03,286633688
Asia,,2021-04-04,293979629
Asia,,2021-04-05,301900463
Asia,,2021-04-06,311156285
Asia,,2021-04-07,318800159
Asia,,2021-04-08,331080544
Asia,,2021-04-09,341820183
Asia,,2021-04-10,350406256
Australia,AUS,2021-02-15,0
Australia,AUS,2021-02-16,0
Australia,AUS,2021-02-17,0
Australia,AUS,2021-02-18,0
Australia,AUS,2021-02-19,0
Australia,AUS,2021-02-20,0
Australia,AUS,2021-02-21,0
Australia,AUS,2021-02-22,20
Australia,AUS,2021-02-23,2879
Australia,AUS,2021-02-24,6908
Australia,AUS,2021-02-25,17500
Australia,AUS,2021-02-26,25000
Australia,AUS,2021-02-27,30000
Australia,AUS,2021-02-28,31894
Australia,AUS,2021-03-01,33702
Australia,AUS,2021-03-02,41907
Australia,AUS,2021-03-03,50840
Australia,AUS,2021-03-04,61008
Australia,AUS,2021-03-05,71867
Australia,AUS,2021-03-06,76940
Australia,AUS,2021-03-07,81345
Australia,AUS,2021-03-08,86369
Australia,AUS,2021-03-09,94908
Australia,AUS,2021-03-10,106200
Australia,AUS,2021-03-11,125000
Australia,AUS,2021-03-12,135103
Australia,AUS,2021-03-13,159294
Australia,AUS,2021-03-14,162551
Australia,AUS,2021-03-15,164781
Australia,AUS,2021-03-16,182437
Australia,AUS,2021-03-17,203557
Australia,AUS,2021-03-18,226057
Australia,AUS,2021-03-19,240754
Australia,AUS,2021-03-20,253831
Australia,AUS,2021-03-21,257019
Australia,AUS,2021-03-22,282184
Australia,AUS,2021-03-23,307525
Australia,AUS,2021-03-24,355254
Australia,AUS,2021-03-25,408410
Australia,AUS,2021-03-26,460155
Australia,AUS,2021-03-27,506465
Australia,AUS,2021-03-28,511520
Australia,AUS,2021-03-29,541761
Australia,AUS,2021-03-30,597523
Australia,AUS,2021-03-31,670349
Australia,AUS,2021-04-01,744328
Australia,AUS,2021-04-02,823611
Australia,AUS,2021-04-03,828416
Australia,AUS,2021-04-04,843182
Australia,AUS,2021-04-05,844309
Australia,AUS,2021-04-06,854983
Australia,AUS,2021-04-07,920334
Australia,AUS,2021-04-08,996145
Australia,AUS,2021-04-09,1077511
Australia,AUS,2021-04-10,1138866
Austria,AUT,2020-12-27,731
Austria,AUT,2020-12-28,2025
Austria,AUT,2020-12-29,3643
Austria,AUT,2020-12-30,4991
Austria,AUT,2020-12-31,4999
Austria,AUT,2021-01-01,5002
Austria,AUT,2021-01-02,5008
Austria,AUT,2021-01-03,5009
Austria,AUT,2021-01-04,5124
Austria,AUT,2021-01-05,6914
Austria,AUT,2021-01-06,7746
Austria,AUT,2021-01-07,10920
Austria,AUT,2021-01-08,23857
Austria,AUT,2021-01-09,28252
Austria,AUT,2021-01-10,30463
Austria,AUT,2021-01-11,36064
Austria,AUT,2021-01-12,50549
Austria,AUT,2021-01-13,65730
Austria,AUT,2021-01-14,82232
Austria,AUT,2021-01-15,100191
Austria,AUT,2021-01-16,106944
Austria,AUT,2021-01-17,112624
Austria,AUT,2021-01-18,123994
Austria,AUT,2021-01-19,149748
Austria,AUT,2021-01-20,173179
Austria,AUT,2021-01-21,192788
Austria,AUT,2021-01-22,204436
Austria,AUT,2021-01-23,207551
Austria,AUT,2021-01-24,208789
Austria,AUT,2021-01-25,210276
Austria,AUT,2021-01-26,218742
Austria,AUT,2021-01-27,226726
Austria,AUT,2021-01-28,236531
Austria,AUT,2021-01-29,251449
Austria,AUT,2021-01-30,255114
Austria,AUT,2021-01-31,256465
Austria,AUT,2021-02-01,261084
Austria,AUT,2021-02-02,278127
Austria,AUT,2021-02-03,295839
Austria,AUT,2021-02-04,315877
Austria,AUT,2021-02-05,336676
Austria,AUT,2021-02-06,345632
Austria,AUT,2021-02-07,350620
Austria,AUT,2021-02-08,360199
Austria,AUT,2021-02-09,379278
Austria,AUT,2021-02-10,400864
Austria,AUT,2021-02-11,424991
Austria,AUT,2021-02-12,451403
Austria,AUT,2021-02-13,461704
Austria,AUT,2021-02-14,463713
Austria,AUT,2021-02-15,470796
Austria,AUT,2021-02-16,485188
Austria,AUT,2021-02-17,504429
Austria,AUT,2021-02-18,523921
Austria,AUT,2021-02-19,545152
Austria,AUT,2021-02-20,558049
Austria,AUT,2021-02-21,563910
Austria,AUT,2021-02-22,570795
Austria,AUT,2021-02-23,585402
Austria,AUT,2021-02-24,604955
Austria,AUT,2021-02-25,624683
Austria,AUT,2021-02-26,653081
Austria,AUT,2021-02-27,677632
Austria,AUT,2021-02-28,687820
Austria,AUT,2021-03-01,696405
Austria,AUT,2021-03-02,721365
Austria,AUT,2021-03-03,748937
Austria,AUT,2021-03-04,775815
Austria,AUT,2021-03-05,811867
Austria,AUT,2021-03-06,839687
Austria,AUT,2021-03-07,851496
Austria,AUT,2021-03-08,862901
Austria,AUT,2021-03-09,890895
Austria,AUT,2021-03-10,919575
Austria,AUT,2021-03-11,963895
Austria,AUT,2021-03-12,1021384
Austria,AUT,2021-03-13,1072782
Austria,AUT,2021-03-14,1102222
Austria,AUT,2021-03-15,1122810
Austria,AUT,2021-03-16,1150757
Austria,AUT,2021-03-17,1184077
Austria,AUT,2021-03-18,1218409
Austria,AUT,2021-03-19,1271182
Austria,AUT,2021-03-20,1317695
Austria,AUT,2021-03-21,1333020
Austria,AUT,2021-03-22,1348590
Austria,AUT,2021-03-23,1382909
Austria,AUT,2021-03-24,1421268
Austria,AUT,2021-03-25,1465963
Austria,AUT,2021-03-26,1515397
Austria,AUT,2021-03-27,1555519
Austria,AUT,2021-03-28,1569800
Austria,AUT,2021-03-29,1595757
Austria,AUT,2021-03-30,1635910
Austria,AUT,2021-03-31,1670037
Austria,AUT,2021-04-01,1710411
Austria,AUT,2021-04-02,1753325
Austria,AUT,2021-04-03,1774377
Austria,AUT,2021-04-04,1784329
Austria,AUT,2021-04-05,1796745
Austria,AUT,2021-04-06,1833143
Austria,AUT,2021-04-07,1885849
Austria,AUT,2021-04-08,1953926
Austria,AUT,2021-04-09,2027674
Austria,AUT,2021-04-10,2089837
Azerbaijan,AZE,2021-01-17,0
Azerbaijan,AZE,2021-02-06,65000
Azerbaijan,AZE,2021-03-01,293360
Azerbaijan,AZE,2021-03-03,337315
Azerbaijan,AZE,2021-03-09,411496
Azerbaijan,AZE,2021-03-10,428635
Azerbaijan,AZE,2021-03-11,436849
Azerbaijan,AZE,2021-03-12,443888
Azerbaijan,AZE,2021-03-13,450316
Azerbaijan,AZE,2021-03-14,453586
Azerbaijan,AZE,2021-03-20,482664
Azerbaijan,AZE,2021-03-26,510420
Azerbaijan,AZE,2021-04-01,856363
Azerbaijan,AZE,2021-04-02,889033
Azerbaijan,AZE,2021-04-03,924813
Azerbaijan,AZE,2021-04-04,947745
Azerbaijan,AZE,2021-04-05,947947
Azerbaijan,AZE,2021-04-06,982291
Azerbaijan,AZE,2021-04-07,1025790
Azerbaijan,AZE,2021-04-08,1069488
Azerbaijan,AZE,2021-04-09,1111722
Azerbaijan,AZE,2021-04-10,1153549
Bahamas,BHS,2021-03-17,110
Bahamas,BHS,2021-03-18,7000
Bahrain,BHR,2020-12-23,38965
Bahrain,BHR,2020-12-24,50071
Bahrain,BHR,2020-12-25,50543
Bahrain,BHR,2020-12-26,51556
Bahrain,BHR,2020-12-27,53614
Bahrain,BHR,2020-12-28,55014
Bahrain,BHR,2020-12-29,56041
Bahrain,BHR,2020-12-30,57317
Bahrain,BHR,2020-12-31,58643
Bahrain,BHR,2021-01-01,59351
Bahrain,BHR,2021-01-02,60097
Bahrain,BHR,2021-01-03,60689
Bahrain,BHR,2021-01-04,61612
Bahrain,BHR,2021-01-05,63893
Bahrain,BHR,2021-01-06,68472
Bahrain,BHR,2021-01-07,72239
Bahrain,BHR,2021-01-08,78291
Bahrain,BHR,2021-01-09,84157
Bahrain,BHR,2021-01-10,89250
Bahrain,BHR,2021-01-11,92598
Bahrain,BHR,2021-01-12,97776
Bahrain,BHR,2021-03-06,506519
Bahrain,BHR,2021-03-07,509907
Bahrain,BHR,2021-03-08,512420
Bahrain,BHR,2021-03-09,514559
Bahrain,BHR,2021-03-10,517901
Bahrain,BHR,2021-03-11,520429
Bahrain,BHR,2021-03-12,522344
Bahrain,BHR,2021-03-13,534625
Bahrain,BHR,2021-03-14,551197
Bahrain,BHR,2021-03-15,566796
Bahrain,BHR,2021-03-16,580539
Bahrain,BHR,2021-03-17,597446
Bahrain,BHR,2021-03-18,613946
Bahrain,BHR,2021-03-19,626751
Bahrain,BHR,2021-03-20,640104
Bahrain,BHR,2021-03-21,653236
Bahrain,BHR,2021-03-22,667155
Bahrain,BHR,2021-03-23,680081
Bahrain,BHR,2021-03-24,694679
Bahrain,BHR,2021-03-25,707980
Bahrain,BHR,2021-03-26,717408
Bahrain,BHR,2021-03-27,724001
Bahrain,BHR,2021-03-28,735717
Bahrain,BHR,2021-03-29,747008
Bahrain,BHR,2021-03-30,755549
Bahrain,BHR,2021-03-31,766317
Bahrain,BHR,2021-04-01,775196
Bahrain,BHR,2021-04-02,782530
Bahrain,BHR,2021-04-03,797924
Bahrain,BHR,2021-04-04,817379
Bahrain,BHR,2021-04-05,836788
Bahrain,BHR,2021-04-06,856326
Bahrain,BHR,2021-04-07,879825
Bahrain,BHR,2021-04-08,900875
Bahrain,BHR,2021-04-09,919222
Bahrain,BHR,2021-04-10,939068
Bangladesh,BGD,2021-01-26,0
Bangladesh,BGD,2021-01-27,26
Bangladesh,BGD,2021-01-28,567
Bangladesh,BGD,2021-02-07,31160
Bangladesh,BGD,2021-02-09,179318
Bangladesh,BGD,2021-02-10,337769
Bangladesh,BGD,2021-02-13,736680
Bangladesh,BGD,2021-02-14,906033
Bangladesh,BGD,2021-02-15,1132711
Bangladesh,BGD,2021-02-16,1359613
Bangladesh,BGD,2021-02-17,1586368
Bangladesh,BGD,2021-02-18,1848313
Bangladesh,BGD,2021-02-20,2082877
Bangladesh,BGD,2021-02-22,2308157
Bangladesh,BGD,2021-02-23,2491053
Bangladesh,BGD,2021-02-24,2673038
Bangladesh,BGD,2021-02-25,2850940
Bangladesh,BGD,2021-02-27,2984773
Bangladesh,BGD,2021-02-28,3110525
Bangladesh,BGD,2021-03-02,3341505
Bangladesh,BGD,2021-03-04,3581169
Bangladesh,BGD,2021-03-07,3682152
Bangladesh,BGD,2021-03-09,4013963
Bangladesh,BGD,2021-03-11,4218127
Bangladesh,BGD,2021-03-14,4398094
Bangladesh,BGD,2021-03-16,4580391
Bangladesh,BGD,2021-03-18,4687824
Bangladesh,BGD,2021-03-20,4760747
Bangladesh,BGD,2021-03-22,4911902
Bangladesh,BGD,2021-03-24,5069049
Bangladesh,BGD,2021-03-25,5139456
Bangladesh,BGD,2021-03-29,5319679
Bangladesh,BGD,2021-03-31,5370431
Bangladesh,BGD,2021-04-01,5412691
Bangladesh,BGD,2021-04-03,5452634
Bangladesh,BGD,2021-04-04,5498172
Bangladesh,BGD,2021-04-05,5539494
Bangladesh,BGD,2021-04-07,5568703
Bangladesh,BGD,2021-04-08,5664830
Bangladesh,BGD,2021-04-10,5821476
Barbados,BRB,2021-02-15,4490
Barbados,BRB,2021-02-16,6683
Barbados,BRB,2021-02-17,9115
Barbados,BRB,2021-02-18,11494
Barbados,BRB,2021-02-19,14411
Barbados,BRB,2021-02-20,15837
Barbados,BRB,2021-02-21,16544
Barbados,BRB,2021-02-22,19089
Barbados,BRB,2021-02-23,22037
Barbados,BRB,2021-02-24,25578
Barbados,BRB,2021-02-25,29283
Barbados,BRB,2021-02-26,33633
Barbados,BRB,2021-02-27,36749
Barbados,BRB,2021-02-28,38615
Barbados,BRB,2021-03-01,41125
Barbados,BRB,2021-03-02,43235
Barbados,BRB,2021-03-03,44859
Barbados,BRB,2021-03-04,46442
Barbados,BRB,2021-03-05,48480
Barbados,BRB,2021-03-06,48886
Barbados,BRB,2021-03-07,49317
Barbados,BRB,2021-03-08,49393
Barbados,BRB,2021-03-09,49757
Barbados,BRB,2021-03-10,50263
Barbados,BRB,2021-03-11,50703
Barbados,BRB,2021-03-12,50980
Barbados,BRB,2021-03-13,51595
Barbados,BRB,2021-03-14,52290
Barbados,BRB,2021-03-15,53129
Barbados,BRB,2021-03-16,54631
Barbados,BRB,2021-03-17,56018
Barbados,BRB,2021-03-18,58214
Barbados,BRB,2021-03-19,60206
Barbados,BRB,2021-03-20,61108
Barbados,BRB,2021-03-21,61752
Barbados,BRB,2021-03-22,61781
Barbados,BRB,2021-03-23,62765
Barbados,BRB,2021-03-25,62802
Barbados,BRB,2021-03-26,63689
Barbados,BRB,2021-03-29,63711
Barbados,BRB,2021-03-30,63715
Barbados,BRB,2021-03-31,63728
Barbados,BRB,2021-04-01,63735
Barbados,BRB,2021-04-02,63738
Barbados,BRB,2021-04-07,63747
Barbados,BRB,2021-04-08,64645
Barbados,BRB,2021-04-09,65867
Belarus,BLR,2020-12-28,0
Belarus,BLR,2021-02-18,20944
Belarus,BLR,2021-03-12,30000
Belarus,BLR,2021-03-26,66618
Belgium,BEL,2020-12-28,298
Belgium,BEL,2020-12-29,299
Belgium,BEL,2020-12-30,777
Belgium,BEL,2020-12-31,786
Belgium,BEL,2021-01-01,794
Belgium,BEL,2021-01-04,797
Belgium,BEL,2021-01-05,2446
Belgium,BEL,2021-01-06,6328
Belgium,BEL,2021-01-07,14510
Belgium,BEL,2021-01-08,23750
Belgium,BEL,2021-01-09,26956
Belgium,BEL,2021-01-10,27355
Belgium,BEL,2021-01-11,32934
Belgium,BEL,2021-01-12,48615
Belgium,BEL,2021-01-13,70023
Belgium,BEL,2021-01-14,93255
Belgium,BEL,2021-01-15,116570
Belgium,BEL,2021-01-16,121729
Belgium,BEL,2021-01-17,125027
Belgium,BEL,2021-01-18,136048
Belgium,BEL,2021-01-19,155279
Belgium,BEL,2021-01-20,176508
Belgium,BEL,2021-01-21,206567
Belgium,BEL,2021-01-22,235976
Belgium,BEL,2021-01-23,244223
Belgium,BEL,2021-01-24,246099
Belgium,BEL,2021-01-25,257354
Belgium,BEL,2021-01-26,269957
Belgium,BEL,2021-01-27,286409
Belgium,BEL,2021-01-28,309388
Belgium,BEL,2021-01-29,330316
Belgium,BEL,2021-01-30,334780
Belgium,BEL,2021-01-31,335682
Belgium,BEL,2021-02-01,343359
Belgium,BEL,2021-02-02,367213
Belgium,BEL,2021-02-03,397764
Belgium,BEL,2021-02-04,431480
Belgium,BEL,2021-02-05,461934
Belgium,BEL,2021-02-06,468390
Belgium,BEL,2021-02-07,471756
Belgium,BEL,2021-02-08,481825
Belgium,BEL,2021-02-09,509318
Belgium,BEL,2021-02-10,534555
Belgium,BEL,2021-02-11,570577
Belgium,BEL,2021-02-12,604661
Belgium,BEL,2021-02-13,613239
Belgium,BEL,2021-02-14,615156
Belgium,BEL,2021-02-15,628760
Belgium,BEL,2021-02-16,643176
Belgium,BEL,2021-02-17,662802
Belgium,BEL,2021-02-18,690497
Belgium,BEL,2021-02-19,721025
Belgium,BEL,2021-02-20,726947
Belgium,BEL,2021-02-21,729095
Belgium,BEL,2021-02-22,741617
Belgium,BEL,2021-02-23,761404
Belgium,BEL,2021-02-24,784232
Belgium,BEL,2021-02-25,815682
Belgium,BEL,2021-02-26,847304
Belgium,BEL,2021-02-27,851591
Belgium,BEL,2021-02-28,852413
Belgium,BEL,2021-03-01,865705
Belgium,BEL,2021-03-02,889013
Belgium,BEL,2021-03-03,918590
Belgium,BEL,2021-03-04,967231
Belgium,BEL,2021-03-05,1010222
Belgium,BEL,2021-03-06,1018654
Belgium,BEL,2021-03-07,1020123
Belgium,BEL,2021-03-08,1037328
Belgium,BEL,2021-03-09,1065205
Belgium,BEL,2021-03-10,1100530
Belgium,BEL,2021-03-11,1153020
Belgium,BEL,2021-03-12,1196188
