Entity,Code,Day,people_fully_vaccinated_per_hundred
Isle of Man,IMN,2021-02-22,5.56
Isle of Man,IMN,2021-02-23,5.84
Isle of Man,IMN,2021-02-24,6.12
Isle of Man,IMN,2021-02-25,6.48
Isle of Man,IMN,2021-02-26,7.39
Isle of Man,IMN,2021-02-27,8.17
Isle of Man,IMN,2021-02-28,8.62
Isle of Man,IMN,2021-03-01,9.03
Isle of Man,IMN,2021-03-02,9.06
Isle of Man,IMN,2021-03-03,9.07
Isle of Man,IMN,2021-03-04,9.07
Isle of Man,IMN,2021-03-05,9.52
Isle of Man,IMN,2021-03-06,9.98
Isle of Man,IMN,2021-03-07,10.54
Isle of Man,IMN,2021-03-08,10.88
Isle of Man,IMN,2021-03-09,10.89
Isle of Man,IMN,2021-03-10,10.92
Isle of Man,IMN,2021-03-11,10.93
Isle of Man,IMN,2021-03-12,11.65
Isle of Man,IMN,2021-03-13,13.05
Isle of Man,IMN,2021-03-14,13.33
Isle of Man,IMN,2021-03-15,13.33
Isle of Man,IMN,2021-03-16,13.34
Isle of Man,IMN,2021-03-18,13.34
Isle of Man,IMN,2021-03-27,17.65
Isle of Man,IMN,2021-03-30,18
Isle of Man,IMN,2021-03-31,18.01
Isle of Man,IMN,2021-04-01,18.01
Isle of Man,IMN,2021-04-02,18.04
Isle of Man,IMN,2021-04-03,18.05
Isle of Man,IMN,2021-04-04,18.05
Isle of Man,IMN,2021-04-05,18.05
Isle of Man,IMN,2021-04-06,18.05
Isle of Man,IMN,2021-04-07,18.1
Isle of Man,IMN,2021-04-08,18.11
Isle of Man,IMN,2021-04-09,18.13
Isle of Man,IMN,2021-04-10,18.14
Israel,ISR,2021-01-04,0
Israel,ISR,2021-01-05,0
Israel,ISR,2021-01-06,0
Israel,ISR,2021-01-07,0
Israel,ISR,2021-01-08,0
Israel,ISR,2021-01-09,0
Israel,ISR,2021-01-10,0.07
Israel,ISR,2021-01-11,0.29
Israel,ISR,2021-01-12,0.7
Israel,ISR,2021-01-13,1.36
Israel,ISR,2021-01-14,2.15
Israel,ISR,2021-01-15,2.57
Israel,ISR,2021-01-16,2.87
Israel,ISR,2021-01-17,3.84
Israel,ISR,2021-01-18,5.23
Israel,ISR,2021-01-19,6.82
Israel,ISR,2021-01-20,8.47
Israel,ISR,2021-01-21,10.37
Israel,ISR,2021-01-22,11.19
Israel,ISR,2021-01-23,11.8
Israel,ISR,2021-01-24,13.42
Israel,ISR,2021-01-25,15.03
Israel,ISR,2021-01-26,16.49
Israel,ISR,2021-01-27,17.93
Israel,ISR,2021-01-28,19.43
Israel,ISR,2021-01-29,20.18
Israel,ISR,2021-01-30,20.67
Israel,ISR,2021-01-31,21.36
Israel,ISR,2021-02-01,21.76
Israel,ISR,2021-02-02,22.12
Israel,ISR,2021-02-03,22.71
Israel,ISR,2021-02-04,23.38
Israel,ISR,2021-02-05,23.71
Israel,ISR,2021-02-06,23.97
Israel,ISR,2021-02-07,24.76
Israel,ISR,2021-02-08,25.51
Israel,ISR,2021-02-09,26.29
Israel,ISR,2021-02-10,27.12
Israel,ISR,2021-02-11,27.94
Israel,ISR,2021-02-12,28.38
Israel,ISR,2021-02-13,28.73
Israel,ISR,2021-02-14,29.52
Israel,ISR,2021-02-15,30.39
Israel,ISR,2021-02-16,31.29
Israel,ISR,2021-02-17,32.16
Israel,ISR,2021-02-18,33.08
Israel,ISR,2021-02-19,33.52
Israel,ISR,2021-02-20,33.85
Israel,ISR,2021-02-21,34.76
Israel,ISR,2021-02-22,35.68
Israel,ISR,2021-02-23,36.49
Israel,ISR,2021-02-24,37.22
Israel,ISR,2021-02-25,37.96
Israel,ISR,2021-02-26,38.33
Israel,ISR,2021-02-27,38.58
Israel,ISR,2021-02-28,39.22
Israel,ISR,2021-03-01,39.93
Israel,ISR,2021-03-02,40.67
Israel,ISR,2021-03-03,41.44
Israel,ISR,2021-03-04,42.35
Israel,ISR,2021-03-05,42.81
Israel,ISR,2021-03-06,43.1
Israel,ISR,2021-03-07,43.94
Israel,ISR,2021-03-08,44.79
Israel,ISR,2021-03-09,45.67
Israel,ISR,2021-03-10,46.34
Israel,ISR,2021-03-11,47.14
Israel,ISR,2021-03-12,47.62
Israel,ISR,2021-03-13,47.91
Israel,ISR,2021-03-14,48.76
Israel,ISR,2021-03-15,49.66
Israel,ISR,2021-03-16,50.48
Israel,ISR,2021-03-17,51.16
Israel,ISR,2021-03-18,51.83
Israel,ISR,2021-03-19,52.15
Israel,ISR,2021-03-20,52.33
Israel,ISR,2021-03-21,52.79
Israel,ISR,2021-03-22,53.26
Israel,ISR,2021-03-23,53.34
Israel,ISR,2021-03-24,53.87
Israel,ISR,2021-03-25,54.28
Israel,ISR,2021-03-26,54.43
Israel,ISR,2021-03-27,54.48
Israel,ISR,2021-03-28,54.53
Israel,ISR,2021-03-29,54.88
Israel,ISR,2021-03-30,55.14
Israel,ISR,2021-03-31,55.36
Israel,ISR,2021-04-01,55.57
Israel,ISR,2021-04-02,55.66
Israel,ISR,2021-04-03,55.7
Israel,ISR,2021-04-04,55.96
Israel,ISR,2021-04-05,56.2
Israel,ISR,2021-04-06,56.38
Israel,ISR,2021-04-07,56.56
Israel,ISR,2021-04-08,56.75
Israel,ISR,2021-04-09,56.82
Israel,ISR,2021-04-10,56.86
Italy,ITA,2021-01-17,0
Italy,ITA,2021-01-18,0.01
Italy,ITA,2021-01-19,0.02
Italy,ITA,2021-01-20,0.02
Italy,ITA,2021-01-21,0.06
Italy,ITA,2021-01-22,0.08
Italy,ITA,2021-01-23,0.13
Italy,ITA,2021-01-24,0.18
Italy,ITA,2021-01-25,0.29
Italy,ITA,2021-01-26,0.41
Italy,ITA,2021-01-27,0.52
Italy,ITA,2021-01-28,0.67
Italy,ITA,2021-01-29,0.82
Italy,ITA,2021-01-30,0.96
Italy,ITA,2021-01-31,1.06
Italy,ITA,2021-02-01,1.19
Italy,ITA,2021-02-02,1.33
Italy,ITA,2021-02-03,1.48
Italy,ITA,2021-02-04,1.63
Italy,ITA,2021-02-05,1.78
Italy,ITA,2021-02-06,1.88
Italy,ITA,2021-02-07,1.93
Italy,ITA,2021-02-08,2
Italy,ITA,2021-02-09,2.05
Italy,ITA,2021-02-10,2.1
Italy,ITA,2021-02-11,2.13
Italy,ITA,2021-02-12,2.15
Italy,ITA,2021-02-13,2.16
Italy,ITA,2021-02-14,2.17
Italy,ITA,2021-02-15,2.17
Italy,ITA,2021-02-16,2.18
Italy,ITA,2021-02-17,2.2
Italy,ITA,2021-02-18,2.21
Italy,ITA,2021-02-19,2.22
Italy,ITA,2021-02-20,2.23
Italy,ITA,2021-02-21,2.23
Italy,ITA,2021-02-22,2.24
Italy,ITA,2021-02-23,2.25
Italy,ITA,2021-02-24,2.26
Italy,ITA,2021-02-25,2.28
Italy,ITA,2021-02-26,2.31
Italy,ITA,2021-02-27,2.32
Italy,ITA,2021-02-28,2.34
Italy,ITA,2021-03-01,2.38
Italy,ITA,2021-03-02,2.43
Italy,ITA,2021-03-03,2.5
Italy,ITA,2021-03-04,2.58
Italy,ITA,2021-03-05,2.66
Italy,ITA,2021-03-06,2.73
Italy,ITA,2021-03-07,2.76
Italy,ITA,2021-03-08,2.84
Italy,ITA,2021-03-09,2.92
Italy,ITA,2021-03-10,3.01
Italy,ITA,2021-03-11,3.11
Italy,ITA,2021-03-12,3.21
Italy,ITA,2021-03-13,3.29
Italy,ITA,2021-03-14,3.34
Italy,ITA,2021-03-15,3.46
Italy,ITA,2021-03-16,3.57
Italy,ITA,2021-03-17,3.71
Italy,ITA,2021-03-18,3.84
Italy,ITA,2021-03-19,3.97
Italy,ITA,2021-03-20,4.07
Italy,ITA,2021-03-21,4.14
Italy,ITA,2021-03-22,4.25
Italy,ITA,2021-03-23,4.37
Italy,ITA,2021-03-24,4.51
Italy,ITA,2021-03-25,4.64
Italy,ITA,2021-03-26,4.77
Italy,ITA,2021-03-27,4.88
Italy,ITA,2021-03-28,4.95
Italy,ITA,2021-03-29,5.05
Italy,ITA,2021-03-30,5.18
Italy,ITA,2021-03-31,5.33
Italy,ITA,2021-04-01,5.47
Italy,ITA,2021-04-02,5.6
Italy,ITA,2021-04-03,5.7
Italy,ITA,2021-04-04,5.73
Italy,ITA,2021-04-05,5.79
Italy,ITA,2021-04-06,5.91
Italy,ITA,2021-04-07,6.05
Italy,ITA,2021-04-08,6.19
Italy,ITA,2021-04-09,6.32
Italy,ITA,2021-04-10,6.43
Japan,JPN,2021-03-10,0
Japan,JPN,2021-03-11,0
Japan,JPN,2021-03-12,0
Japan,JPN,2021-03-15,0.01
Japan,JPN,2021-03-16,0.01
Japan,JPN,2021-03-17,0.01
Japan,JPN,2021-03-18,0.01
Japan,JPN,2021-03-19,0.02
Japan,JPN,2021-03-22,0.02
Japan,JPN,2021-03-23,0.03
Japan,JPN,2021-03-24,0.03
Japan,JPN,2021-03-25,0.03
Japan,JPN,2021-03-26,0.03
Japan,JPN,2021-03-29,0.05
Japan,JPN,2021-03-30,0.08
Japan,JPN,2021-03-31,0.1
Japan,JPN,2021-04-01,0.12
Japan,JPN,2021-04-02,0.14
Japan,JPN,2021-04-05,0.19
Japan,JPN,2021-04-06,0.23
Japan,JPN,2021-04-07,0.28
Japan,JPN,2021-04-08,0.33
Japan,JPN,2021-04-09,0.39
Jersey,JEY,2021-01-24,3.02
Jersey,JEY,2021-01-31,3.1
Jersey,JEY,2021-02-07,3.14
Jersey,JEY,2021-02-14,3.22
Jersey,JEY,2021-02-21,3.25
Jersey,JEY,2021-02-28,3.28
Jersey,JEY,2021-03-07,3.34
Jersey,JEY,2021-03-10,4.11
Jersey,JEY,2021-03-14,5.56
Jersey,JEY,2021-03-17,6.92
Jersey,JEY,2021-03-21,9.03
Jersey,JEY,2021-03-24,11.36
Jersey,JEY,2021-03-28,14.66
Jersey,JEY,2021-03-31,17.41
Jersey,JEY,2021-04-04,22.54
Jordan,JOR,2021-02-22,0.29
Jordan,JOR,2021-03-15,0.47
Jordan,JOR,2021-03-17,0.51
Jordan,JOR,2021-03-21,0.62
Jordan,JOR,2021-03-24,0.68
Jordan,JOR,2021-03-30,1.02
Jordan,JOR,2021-04-07,1.17
Kazakhstan,KAZ,2021-02-24,0.01
Kazakhstan,KAZ,2021-03-15,0.1
Kazakhstan,KAZ,2021-03-18,0.1
Kuwait,KWT,2021-02-15,0.89
Kuwait,KWT,2021-03-08,0.89
Latvia,LVA,2021-01-18,0.03
Latvia,LVA,2021-01-19,0.07
Latvia,LVA,2021-01-20,0.11
Latvia,LVA,2021-01-21,0.11
Latvia,LVA,2021-01-22,0.11
Latvia,LVA,2021-01-25,0.15
Latvia,LVA,2021-01-26,0.19
Latvia,LVA,2021-01-27,0.23
Latvia,LVA,2021-01-28,0.27
Latvia,LVA,2021-01-29,0.32
Latvia,LVA,2021-01-30,0.34
Latvia,LVA,2021-01-31,0.35
Latvia,LVA,2021-02-01,0.42
Latvia,LVA,2021-02-02,0.5
Latvia,LVA,2021-02-03,0.58
Latvia,LVA,2021-02-04,0.65
Latvia,LVA,2021-02-05,0.73
Latvia,LVA,2021-02-06,0.76
Latvia,LVA,2021-02-07,0.77
Latvia,LVA,2021-02-08,0.77
Latvia,LVA,2021-02-09,0.78
Latvia,LVA,2021-02-10,0.79
Latvia,LVA,2021-02-11,0.82
Latvia,LVA,2021-02-12,0.85
Latvia,LVA,2021-02-13,0.86
Latvia,LVA,2021-02-14,0.86
Latvia,LVA,2021-02-15,0.87
Latvia,LVA,2021-02-16,0.87
Latvia,LVA,2021-02-17,0.88
Latvia,LVA,2021-02-18,0.89
Latvia,LVA,2021-02-19,0.89
Latvia,LVA,2021-02-20,0.89
Latvia,LVA,2021-02-22,0.89
Latvia,LVA,2021-02-23,0.89
Latvia,LVA,2021-02-24,0.9
Latvia,LVA,2021-02-25,0.9
Latvia,LVA,2021-02-26,0.9
Latvia,LVA,2021-02-27,0.9
Latvia,LVA,2021-02-28,0.9
Latvia,LVA,2021-03-01,0.91
Latvia,LVA,2021-03-02,0.93
Latvia,LVA,2021-03-03,0.94
Latvia,LVA,2021-03-04,0.95
Latvia,LVA,2021-03-05,0.95
Latvia,LVA,2021-03-06,0.95
Latvia,LVA,2021-03-07,0.95
Latvia,LVA,2021-03-08,0.96
Latvia,LVA,2021-03-09,0.96
Latvia,LVA,2021-03-10,0.96
Latvia,LVA,2021-03-11,0.96
Latvia,LVA,2021-03-12,0.96
Latvia,LVA,2021-03-13,0.96
Latvia,LVA,2021-03-15,0.96
Latvia,LVA,2021-03-16,0.97
Latvia,LVA,2021-03-17,0.98
Latvia,LVA,2021-03-18,0.99
Latvia,LVA,2021-03-19,1
Latvia,LVA,2021-03-22,1.02
Latvia,LVA,2021-03-23,1.04
Latvia,LVA,2021-03-24,1.07
Latvia,LVA,2021-03-25,1.11
Latvia,LVA,2021-03-26,1.15
Latvia,LVA,2021-03-27,1.16
Latvia,LVA,2021-03-29,1.18
Latvia,LVA,2021-03-30,1.22
Latvia,LVA,2021-03-31,1.29
Latvia,LVA,2021-04-01,1.32
Latvia,LVA,2021-04-03,1.33
Latvia,LVA,2021-04-06,1.35
Latvia,LVA,2021-04-07,1.37
Latvia,LVA,2021-04-08,1.38
Latvia,LVA,2021-04-09,1.39
Latvia,LVA,2021-04-10,1.39
Lebanon,LBN,2021-03-10,0.17
Lebanon,LBN,2021-03-11,0.22
Lebanon,LBN,2021-03-12,0.26
Lebanon,LBN,2021-03-15,0.34
Lebanon,LBN,2021-03-16,0.43
Lebanon,LBN,2021-03-17,0.48
Lebanon,LBN,2021-03-18,0.56
Lebanon,LBN,2021-03-19,0.63
Lebanon,LBN,2021-03-20,0.63
Lebanon,LBN,2021-03-21,0.65
Lebanon,LBN,2021-03-22,0.73
Lebanon,LBN,2021-03-23,0.82
Lebanon,LBN,2021-03-24,0.89
Lebanon,LBN,2021-03-25,0.96
Lebanon,LBN,2021-03-26,1.01
Lebanon,LBN,2021-03-27,1.02
Lebanon,LBN,2021-03-28,1.05
Lebanon,LBN,2021-03-29,1.1
Lebanon,LBN,2021-03-30,1.17
Lebanon,LBN,2021-03-31,1.22
Lebanon,LBN,2021-04-01,1.25
Lebanon,LBN,2021-04-02,1.28
Lebanon,LBN,2021-04-03,1.28
Lebanon,LBN,2021-04-04,1.29
Lebanon,LBN,2021-04-05,1.33
Lebanon,LBN,2021-04-06,1.38
Lebanon,LBN,2021-04-07,1.44
Lebanon,LBN,2021-04-08,1.47
Lebanon,LBN,2021-04-09,1.49
Lebanon,LBN,2021-04-10,1.51
Lithuania,LTU,2021-01-17,0.04
Lithuania,LTU,2021-01-18,0.1
Lithuania,LTU,2021-01-19,0.25
Lithuania,LTU,2021-01-20,0.31
Lithuania,LTU,2021-01-21,0.34
Lithuania,LTU,2021-01-22,0.34
Lithuania,LTU,2021-01-23,0.34
Lithuania,LTU,2021-01-25,0.34
Lithuania,LTU,2021-01-26,0.36
Lithuania,LTU,2021-01-27,0.47
Lithuania,LTU,2021-01-28,0.61
Lithuania,LTU,2021-01-29,0.8
Lithuania,LTU,2021-01-30,0.81
Lithuania,LTU,2021-01-31,0.81
Lithuania,LTU,2021-02-01,0.88
Lithuania,LTU,2021-02-02,0.96
Lithuania,LTU,2021-02-03,1.15
Lithuania,LTU,2021-02-04,1.45
Lithuania,LTU,2021-02-05,1.69
Lithuania,LTU,2021-02-06,1.71
Lithuania,LTU,2021-02-07,1.71
Lithuania,LTU,2021-02-08,1.8
Lithuania,LTU,2021-02-09,1.87
Lithuania,LTU,2021-02-10,1.93
Lithuania,LTU,2021-02-11,1.98
Lithuania,LTU,2021-02-12,2.01
Lithuania,LTU,2021-02-13,2.01
Lithuania,LTU,2021-02-15,2.04
Lithuania,LTU,2021-02-16,2.04
Lithuania,LTU,2021-02-17,2.19
Lithuania,LTU,2021-02-18,2.36
Lithuania,LTU,2021-02-19,2.49
Lithuania,LTU,2021-02-20,2.49
Lithuania,LTU,2021-02-22,2.55
Lithuania,LTU,2021-02-23,2.59
Lithuania,LTU,2021-02-24,2.62
Lithuania,LTU,2021-02-25,2.65
Lithuania,LTU,2021-02-26,2.69
Lithuania,LTU,2021-02-27,2.69
Lithuania,LTU,2021-02-28,2.69
Lithuania,LTU,2021-03-01,2.7
Lithuania,LTU,2021-03-02,2.72
Lithuania,LTU,2021-03-03,2.8
Lithuania,LTU,2021-03-04,2.99
Lithuania,LTU,2021-03-05,3.16
Lithuania,LTU,2021-03-06,3.16
Lithuania,LTU,2021-03-07,3.16
Lithuania,LTU,2021-03-08,3.2
Lithuania,LTU,2021-03-09,3.25
Lithuania,LTU,2021-03-10,3.34
Lithuania,LTU,2021-03-11,3.37
Lithuania,LTU,2021-03-12,3.64
Lithuania,LTU,2021-03-13,3.66
Lithuania,LTU,2021-03-14,3.66
Lithuania,LTU,2021-03-15,3.7
Lithuania,LTU,2021-03-16,3.87
Lithuania,LTU,2021-03-17,4.16
Lithuania,LTU,2021-03-18,4.36
Lithuania,LTU,2021-03-19,4.59
Lithuania,LTU,2021-03-20,4.6
Lithuania,LTU,2021-03-21,4.6
Lithuania,LTU,2021-03-22,4.65
Lithuania,LTU,2021-03-23,4.86
Lithuania,LTU,2021-03-24,5.05
Lithuania,LTU,2021-03-25,5.31
Lithuania,LTU,2021-03-26,5.55
Lithuania,LTU,2021-03-27,5.55
Lithuania,LTU,2021-03-28,5.56
Lithuania,LTU,2021-03-29,5.63
Lithuania,LTU,2021-03-30,5.86
Lithuania,LTU,2021-03-31,6.12
Lithuania,LTU,2021-04-01,6.22
Lithuania,LTU,2021-04-02,6.47
Lithuania,LTU,2021-04-03,6.5
Lithuania,LTU,2021-04-04,6.5
Lithuania,LTU,2021-04-05,6.5
Lithuania,LTU,2021-04-06,6.61
Lithuania,LTU,2021-04-07,6.64
Lithuania,LTU,2021-04-08,6.82
Lithuania,LTU,2021-04-09,6.95
Lithuania,LTU,2021-04-10,6.95
Luxembourg,LUX,2021-01-25,0.2
Luxembourg,LUX,2021-01-26,0.2
Luxembourg,LUX,2021-01-27,0.21
Luxembourg,LUX,2021-01-28,0.24
Luxembourg,LUX,2021-01-31,0.27
Luxembourg,LUX,2021-02-01,0.3
Luxembourg,LUX,2021-02-02,0.37
Luxembourg,LUX,2021-02-03,0.45
Luxembourg,LUX,2021-02-04,0.51
Luxembourg,LUX,2021-02-07,0.59
Luxembourg,LUX,2021-02-08,0.65
Luxembourg,LUX,2021-02-09,0.71
Luxembourg,LUX,2021-02-10,0.78
Luxembourg,LUX,2021-02-11,0.84
Luxembourg,LUX,2021-02-14,0.9
Luxembourg,LUX,2021-02-15,0.95
Luxembourg,LUX,2021-02-16,1.01
Luxembourg,LUX,2021-02-17,1.04
Luxembourg,LUX,2021-02-18,1.13
Luxembourg,LUX,2021-02-21,1.23
Luxembourg,LUX,2021-02-22,1.32
Luxembourg,LUX,2021-02-23,1.42
Luxembourg,LUX,2021-02-24,1.51
Luxembourg,LUX,2021-02-25,1.59
Luxembourg,LUX,2021-02-28,1.71
Luxembourg,LUX,2021-03-01,1.83
Luxembourg,LUX,2021-03-02,1.91
Luxembourg,LUX,2021-03-03,2.03
Luxembourg,LUX,2021-03-04,2.15
Luxembourg,LUX,2021-03-07,2.26
Luxembourg,LUX,2021-03-08,2.28
Luxembourg,LUX,2021-03-09,2.31
Luxembourg,LUX,2021-03-10,2.36
Luxembourg,LUX,2021-03-11,2.45
Luxembourg,LUX,2021-03-14,2.49
Luxembourg,LUX,2021-03-15,2.53
Luxembourg,LUX,2021-03-16,2.63
Luxembourg,LUX,2021-03-17,2.71
Luxembourg,LUX,2021-03-18,2.79
Luxembourg,LUX,2021-03-21,2.86
Luxembourg,LUX,2021-03-22,2.9
Luxembourg,LUX,2021-03-23,2.99
Luxembourg,LUX,2021-03-24,3.08
Luxembourg,LUX,2021-03-25,3.17
Luxembourg,LUX,2021-03-28,3.37
Luxembourg,LUX,2021-03-30,3.46
Luxembourg,LUX,2021-03-31,3.6
Luxembourg,LUX,2021-04-01,3.75
Luxembourg,LUX,2021-04-05,4.04
Luxembourg,LUX,2021-04-06,4.22
Luxembourg,LUX,2021-04-07,4.54
Luxembourg,LUX,2021-04-08,4.93
Macao,MAC,2021-04-07,2.7
Macao,MAC,2021-04-08,2.91
Macao,MAC,2021-04-09,3.09
Macao,MAC,2021-04-10,3.32
Malaysia,MYS,2021-03-18,0
Malaysia,MYS,2021-03-19,0.01
Malaysia,MYS,2021-03-20,0.03
Malaysia,MYS,2021-03-21,0.05
Malaysia,MYS,2021-03-22,0.1
Malaysia,MYS,2021-03-23,0.16
Malaysia,MYS,2021-03-24,0.23
Malaysia,MYS,2021-03-25,0.29
Malaysia,MYS,2021-03-26,0.32
Malaysia,MYS,2021-03-27,0.36
Malaysia,MYS,2021-03-28,0.4
Malaysia,MYS,2021-03-29,0.49
Malaysia,MYS,2021-03-30,0.58
Malaysia,MYS,2021-03-31,0.67
Malaysia,MYS,2021-04-01,0.75
Malaysia,MYS,2021-04-02,0.82
Malaysia,MYS,2021-04-03,0.86
Malaysia,MYS,2021-04-04,0.89
Malaysia,MYS,2021-04-05,0.95
Malaysia,MYS,2021-04-06,1.01
Malaysia,MYS,2021-04-07,1.07
Malaysia,MYS,2021-04-08,1.12
Malaysia,MYS,2021-04-09,1.16
Maldives,MDV,2021-04-03,0.32
Maldives,MDV,2021-04-04,0.69
Maldives,MDV,2021-04-05,1.06
Maldives,MDV,2021-04-06,1.47
Maldives,MDV,2021-04-07,1.96
Maldives,MDV,2021-04-08,2.77
Maldives,MDV,2021-04-09,2.8
Maldives,MDV,2021-04-10,2.83
Malta,MLT,2021-01-24,0.27
Malta,MLT,2021-01-25,0.33
Malta,MLT,2021-01-26,0.38
Malta,MLT,2021-01-27,0.47
Malta,MLT,2021-01-28,0.57
Malta,MLT,2021-01-29,0.67
Malta,MLT,2021-01-30,0.78
Malta,MLT,2021-01-31,0.89
Malta,MLT,2021-02-01,1.01
Malta,MLT,2021-02-02,1.11
Malta,MLT,2021-02-03,1.23
Malta,MLT,2021-02-04,1.46
Malta,MLT,2021-02-05,1.72
Malta,MLT,2021-02-06,1.98
Malta,MLT,2021-02-07,2.25
Malta,MLT,2021-02-08,2.5
Malta,MLT,2021-02-09,2.75
Malta,MLT,2021-02-10,2.93
Malta,MLT,2021-02-11,3.13
Malta,MLT,2021-02-12,3.34
Malta,MLT,2021-02-13,3.53
Malta,MLT,2021-02-14,3.68
Malta,MLT,2021-02-15,3.87
Malta,MLT,2021-02-16,4.04
Malta,MLT,2021-02-17,4.2
Malta,MLT,2021-02-18,4.35
Malta,MLT,2021-02-19,4.49
Malta,MLT,2021-02-20,4.57
Malta,MLT,2021-02-21,4.65
Malta,MLT,2021-02-22,4.79
Malta,MLT,2021-02-23,4.93
Malta,MLT,2021-02-24,5.1
Malta,MLT,2021-02-25,5.3
Malta,MLT,2021-02-26,5.69
Malta,MLT,2021-02-27,6.07
Malta,MLT,2021-02-28,6.35
Malta,MLT,2021-03-01,6.57
Malta,MLT,2021-03-02,6.74
Malta,MLT,2021-03-03,6.87
Malta,MLT,2021-03-04,7.03
Malta,MLT,2021-03-05,7.18
Malta,MLT,2021-03-06,7.34
Malta,MLT,2021-03-07,7.44
Malta,MLT,2021-03-08,7.74
Malta,MLT,2021-03-09,7.95
Malta,MLT,2021-03-10,8.21
Malta,MLT,2021-03-11,8.42
Malta,MLT,2021-03-12,8.68
Malta,MLT,2021-03-13,8.86
Malta,MLT,2021-03-14,8.99
Malta,MLT,2021-03-15,9.21
Malta,MLT,2021-03-16,9.25
Malta,MLT,2021-03-17,9.43
Malta,MLT,2021-03-18,9.64
Malta,MLT,2021-03-19,9.8
Malta,MLT,2021-03-20,9.95
Malta,MLT,2021-03-21,10.07
Malta,MLT,2021-03-22,10.26
Malta,MLT,2021-03-23,10.45
Malta,MLT,2021-03-24,10.66
Malta,MLT,2021-03-25,11.08
Malta,MLT,2021-03-26,11.34
Malta,MLT,2021-03-27,11.45
Malta,MLT,2021-03-28,11.6
Malta,MLT,2021-03-29,11.85
Malta,MLT,2021-03-30,12.13
Malta,MLT,2021-03-31,12.36
Malta,MLT,2021-04-01,12.59
Malta,MLT,2021-04-02,12.94
Malta,MLT,2021-04-03,13.14
Malta,MLT,2021-04-04,13.37
Malta,MLT,2021-04-05,13.61
Malta,MLT,2021-04-06,13.84
Malta,MLT,2021-04-07,14.29
Malta,MLT,2021-04-08,14.77
Malta,MLT,2021-04-09,15.29
Mexico,MEX,2021-01-15,0
Mexico,MEX,2021-01-16,0
Mexico,MEX,2021-01-17,0
Mexico,MEX,2021-01-18,0.01
Mexico,MEX,2021-01-19,0.01
Mexico,MEX,2021-01-20,0.01
Mexico,MEX,2021-01-21,0.01
Mexico,MEX,2021-01-22,0.02
Mexico,MEX,2021-01-23,0.02
Mexico,MEX,2021-01-24,0.02
Mexico,MEX,2021-01-25,0.02
Mexico,MEX,2021-01-26,0.02
Mexico,MEX,2021-01-27,0.02
Mexico,MEX,2021-01-28,0.02
Mexico,MEX,2021-01-29,0.02
Mexico,MEX,2021-01-30,0.03
Mexico,MEX,2021-01-31,0.03
Mexico,MEX,2021-02-01,0.03
Mexico,MEX,2021-02-02,0.04
Mexico,MEX,2021-02-03,0.04
Mexico,MEX,2021-02-04,0.05
Mexico,MEX,2021-02-05,0.05
Mexico,MEX,2021-02-06,0.06
Mexico,MEX,2021-02-07,0.06
Mexico,MEX,2021-02-08,0.06
Mexico,MEX,2021-02-09,0.07
Mexico,MEX,2021-02-10,0.07
Mexico,MEX,2021-02-11,0.07
Mexico,MEX,2021-02-12,0.07
Mexico,MEX,2021-02-13,0.07
Mexico,MEX,2021-02-15,0.07
Mexico,MEX,2021-02-16,0.07
Mexico,MEX,2021-02-17,0.08
Mexico,MEX,2021-02-19,0.32
Mexico,MEX,2021-02-20,0.35
Mexico,MEX,2021-02-21,0.35
Mexico,MEX,2021-02-22,0.35
Mexico,MEX,2021-02-23,0.36
Mexico,MEX,2021-02-24,0.37
Mexico,MEX,2021-02-25,0.41
Mexico,MEX,2021-02-26,0.44
Mexico,MEX,2021-02-27,0.44
Mexico,MEX,2021-02-28,0.44
Mexico,MEX,2021-03-01,0.44
Mexico,MEX,2021-03-02,0.44
Mexico,MEX,2021-03-03,0.46
Mexico,MEX,2021-03-05,0.47
Mexico,MEX,2021-03-06,0.47
Mexico,MEX,2021-03-08,0.47
Mexico,MEX,2021-03-09,0.47
Mexico,MEX,2021-03-10,0.47
Mexico,MEX,2021-03-12,0.47
Mexico,MEX,2021-03-13,0.47
Mexico,MEX,2021-03-14,0.47
Mexico,MEX,2021-03-15,0.47
Mexico,MEX,2021-03-17,0.49
Mexico,MEX,2021-03-18,0.5
Mexico,MEX,2021-03-20,0.54
Mexico,MEX,2021-03-21,0.56
Mexico,MEX,2021-03-22,0.57
Mexico,MEX,2021-03-24,0.6
Mexico,MEX,2021-03-25,0.61
Mexico,MEX,2021-03-26,0.63
Mexico,MEX,2021-03-27,0.64
Mexico,MEX,2021-03-29,0.66
Mexico,MEX,2021-03-31,0.73
Mexico,MEX,2021-04-02,0.82
Mexico,MEX,2021-04-03,0.84
Mexico,MEX,2021-04-04,0.86
Mexico,MEX,2021-04-05,0.91
Mexico,MEX,2021-04-06,1.01
Mexico,MEX,2021-04-07,1.14
Mexico,MEX,2021-04-08,1.29
Mexico,MEX,2021-04-10,1.53
Monaco,MCO,2021-03-04,18.25
Monaco,MCO,2021-03-19,21.23
Monaco,MCO,2021-04-02,22.41
Montenegro,MNE,2021-03-19,0.05
Montenegro,MNE,2021-03-20,0.07
Montenegro,MNE,2021-03-23,0.09
Montenegro,MNE,2021-03-24,0.14
Montenegro,MNE,2021-03-25,0.17
