Entity,Code,Day,people_fully_vaccinated
Estonia,EST,2021-02-27,33503
Estonia,EST,2021-03-01,34050
Estonia,EST,2021-03-02,35067
Estonia,EST,2021-03-04,39762
Estonia,EST,2021-03-05,42234
Estonia,EST,2021-03-07,43942
Estonia,EST,2021-03-09,44235
Estonia,EST,2021-03-10,45310
Estonia,EST,2021-03-11,47795
Estonia,EST,2021-03-13,52571
Estonia,EST,2021-03-14,52649
Estonia,EST,2021-03-15,52664
Estonia,EST,2021-03-16,52932
Estonia,EST,2021-03-17,53729
Estonia,EST,2021-03-18,53987
Estonia,EST,2021-03-19,54772
Estonia,EST,2021-03-20,56946
Estonia,EST,2021-03-21,57003
Estonia,EST,2021-03-22,57023
Estonia,EST,2021-03-23,57559
Estonia,EST,2021-03-24,57738
Estonia,EST,2021-03-25,58143
Estonia,EST,2021-03-27,60555
Estonia,EST,2021-03-28,60813
Estonia,EST,2021-03-29,60861
Estonia,EST,2021-03-31,62184
Estonia,EST,2021-04-01,63696
Estonia,EST,2021-04-02,67645
Estonia,EST,2021-04-03,68025
Estonia,EST,2021-04-04,68648
Estonia,EST,2021-04-05,68785
Estonia,EST,2021-04-06,69779
Estonia,EST,2021-04-07,70916
Estonia,EST,2021-04-08,72035
Estonia,EST,2021-04-10,74370
Europe,,2020-12-27,137
Europe,,2020-12-28,137
Europe,,2020-12-29,726
Europe,,2020-12-30,730
Europe,,2020-12-31,847
Europe,,2021-01-01,847
Europe,,2021-01-02,1063
Europe,,2021-01-03,23065
Europe,,2021-01-04,23065
Europe,,2021-01-05,23089
Europe,,2021-01-06,23090
Europe,,2021-01-07,23094
Europe,,2021-01-08,23413
Europe,,2021-01-09,23462
Europe,,2021-01-10,392866
Europe,,2021-01-11,413685
Europe,,2021-01-12,429800
Europe,,2021-01-13,439723
Europe,,2021-01-14,445260
Europe,,2021-01-15,450292
Europe,,2021-01-16,453902
Europe,,2021-01-17,481236
Europe,,2021-01-18,524690
Europe,,2021-01-19,603578
Europe,,2021-01-20,712108
Europe,,2021-01-21,842916
Europe,,2021-01-22,932077
Europe,,2021-01-23,1030000
Europe,,2021-01-24,1130421
Europe,,2021-01-25,1348519
Europe,,2021-01-26,1619548
Europe,,2021-01-27,1876958
Europe,,2021-01-28,2203095
Europe,,2021-01-29,2493210
Europe,,2021-01-30,2735272
Europe,,2021-01-31,3041261
Europe,,2021-02-01,3377906
Europe,,2021-02-02,3787307
Europe,,2021-02-03,4277818
Europe,,2021-02-04,4798803
Europe,,2021-02-05,5212571
Europe,,2021-02-06,5421872
Europe,,2021-02-07,5741323
Europe,,2021-02-08,6022013
Europe,,2021-02-09,6408946
Europe,,2021-02-10,8535847
Europe,,2021-02-11,9052000
Europe,,2021-02-12,9514591
Europe,,2021-02-13,9712746
Europe,,2021-02-14,10185664
Europe,,2021-02-15,10474834
Europe,,2021-02-16,10802360
Europe,,2021-02-17,11229211
Europe,,2021-02-18,11675833
Europe,,2021-02-19,12021233
Europe,,2021-02-20,12188039
Europe,,2021-02-21,12466674
Europe,,2021-02-22,12708729
Europe,,2021-02-23,13266725
Europe,,2021-02-24,13686234
Europe,,2021-02-25,14027079
Europe,,2021-02-26,14435772
Europe,,2021-02-27,14582095
Europe,,2021-02-28,14871440
Europe,,2021-03-01,14496717
Europe,,2021-03-02,14774964
Europe,,2021-03-03,15344996
Europe,,2021-03-04,15965363
Europe,,2021-03-05,16421807
Europe,,2021-03-06,16790804
Europe,,2021-03-07,17104936
Europe,,2021-03-08,17402983
Europe,,2021-03-09,17761906
Europe,,2021-03-10,18464000
Europe,,2021-03-11,19209223
Europe,,2021-03-12,19799944
Europe,,2021-03-13,20203627
Europe,,2021-03-14,20561219
Europe,,2021-03-15,20957155
Europe,,2021-03-16,21334100
Europe,,2021-03-17,22203888
Europe,,2021-03-18,22839651
Europe,,2021-03-19,23528278
Europe,,2021-03-20,24032794
Europe,,2021-03-21,24440858
Europe,,2021-03-22,25029885
Europe,,2021-03-23,25611254
Europe,,2021-03-24,26460860
Europe,,2021-03-25,27219338
Europe,,2021-03-26,28194325
Europe,,2021-03-27,28695731
Europe,,2021-03-28,29186259
Europe,,2021-03-29,31292869
Europe,,2021-03-30,32114264
Europe,,2021-03-31,33237769
Europe,,2021-04-01,34445079
Europe,,2021-04-02,35230624
Europe,,2021-04-03,35823110
Europe,,2021-04-04,36210796
Europe,,2021-04-05,36526420
Europe,,2021-04-06,37395278
Europe,,2021-04-07,38828126
Europe,,2021-04-08,39963674
Europe,,2021-04-09,41058432
Europe,,2021-04-10,41355667
European Union,,2020-12-27,137
European Union,,2020-12-28,137
European Union,,2020-12-29,726
European Union,,2020-12-30,730
European Union,,2020-12-31,847
European Union,,2021-01-01,847
European Union,,2021-01-02,1063
European Union,,2021-01-03,1063
European Union,,2021-01-04,1063
European Union,,2021-01-05,1087
European Union,,2021-01-06,1088
European Union,,2021-01-07,1092
European Union,,2021-01-08,1411
European Union,,2021-01-09,1460
European Union,,2021-01-10,1467
European Union,,2021-01-11,1518
European Union,,2021-01-12,1568
European Union,,2021-01-13,1746
European Union,,2021-01-14,2026
European Union,,2021-01-15,2850
European Union,,2021-01-16,3840
European Union,,2021-01-17,28930
European Union,,2021-01-18,67536
European Union,,2021-01-19,141893
European Union,,2021-01-20,245839
European Union,,2021-01-21,373718
European Union,,2021-01-22,461051
European Union,,2021-01-23,557931
European Union,,2021-01-24,653961
European Union,,2021-01-25,865472
European Union,,2021-01-26,1132322
European Union,,2021-01-27,1379376
European Union,,2021-01-28,1697168
European Union,,2021-01-29,1983004
European Union,,2021-01-30,2214273
European Union,,2021-01-31,2516575
European Union,,2021-02-01,2849404
European Union,,2021-02-02,3252110
European Union,,2021-02-03,3729815
European Union,,2021-02-04,4237158
European Union,,2021-02-05,4641061
European Union,,2021-02-06,4846661
European Union,,2021-02-07,5162338
European Union,,2021-02-08,5437644
European Union,,2021-02-09,5816789
European Union,,2021-02-10,6181512
European Union,,2021-02-11,6682135
European Union,,2021-02-12,7056244
European Union,,2021-02-13,7250321
European Union,,2021-02-14,7560372
European Union,,2021-02-15,7835765
European Union,,2021-02-16,8140691
European Union,,2021-02-17,8517555
European Union,,2021-02-18,8925880
European Union,,2021-02-19,9241979
European Union,,2021-02-20,9396287
European Union,,2021-02-21,9647495
European Union,,2021-02-22,9863573
European Union,,2021-02-23,10090336
European Union,,2021-02-24,10407490
European Union,,2021-02-25,10666822
European Union,,2021-02-26,11015013
European Union,,2021-02-27,11127318
European Union,,2021-02-28,11374185
European Union,,2021-03-01,11554169
European Union,,2021-03-02,11771433
European Union,,2021-03-03,12110481
European Union,,2021-03-04,12490450
European Union,,2021-03-05,12764193
European Union,,2021-03-06,12965133
European Union,,2021-03-07,13211626
European Union,,2021-03-08,13456418
European Union,,2021-03-09,13718233
European Union,,2021-03-10,14026106
European Union,,2021-03-11,14503891
European Union,,2021-03-12,14854299
European Union,,2021-03-13,15047835
European Union,,2021-03-14,15282888
European Union,,2021-03-15,15608333
European Union,,2021-03-16,15877273
European Union,,2021-03-17,16299742
European Union,,2021-03-18,16736213
European Union,,2021-03-19,17094724
European Union,,2021-03-20,17435865
European Union,,2021-03-21,17726113
European Union,,2021-03-22,18221856
European Union,,2021-03-23,18611316
European Union,,2021-03-24,19155430
European Union,,2021-03-25,19668319
European Union,,2021-03-26,20320915
European Union,,2021-03-27,20577653
European Union,,2021-03-28,20899013
European Union,,2021-03-29,21303116
European Union,,2021-03-30,21727346
European Union,,2021-03-31,22341787
European Union,,2021-04-01,22957066
European Union,,2021-04-02,23416395
European Union,,2021-04-03,23764919
European Union,,2021-04-04,24036256
European Union,,2021-04-05,24239644
European Union,,2021-04-06,24817676
European Union,,2021-04-07,25376641
European Union,,2021-04-08,25986127
European Union,,2021-04-09,26517472
European Union,,2021-04-10,26700956
Faeroe Islands,FRO,2021-01-29,1
Faeroe Islands,FRO,2021-02-06,606
Faeroe Islands,FRO,2021-02-08,685
Faeroe Islands,FRO,2021-02-10,1221
Faeroe Islands,FRO,2021-02-21,1515
Faeroe Islands,FRO,2021-02-23,2087
Faeroe Islands,FRO,2021-02-24,2523
Faeroe Islands,FRO,2021-03-03,2830
Faeroe Islands,FRO,2021-03-04,3156
Faeroe Islands,FRO,2021-03-05,3312
Faeroe Islands,FRO,2021-03-06,3674
Faeroe Islands,FRO,2021-03-08,3808
Faeroe Islands,FRO,2021-03-12,3931
Faeroe Islands,FRO,2021-03-16,3979
Faeroe Islands,FRO,2021-03-17,3997
Faeroe Islands,FRO,2021-03-18,4033
Faeroe Islands,FRO,2021-03-22,4039
Faeroe Islands,FRO,2021-03-26,4074
Faeroe Islands,FRO,2021-03-27,4106
Faeroe Islands,FRO,2021-03-30,4129
Faeroe Islands,FRO,2021-04-08,4149
Falkland Islands,FLK,2021-04-07,1717
Finland,FIN,2021-01-25,4553
Finland,FIN,2021-01-26,6960
Finland,FIN,2021-01-27,9355
Finland,FIN,2021-01-28,10540
Finland,FIN,2021-01-29,14239
Finland,FIN,2021-01-30,17757
Finland,FIN,2021-02-01,18203
Finland,FIN,2021-02-02,18203
Finland,FIN,2021-02-03,23421
Finland,FIN,2021-02-04,34293
Finland,FIN,2021-02-05,42667
Finland,FIN,2021-02-06,48650
Finland,FIN,2021-02-07,49781
Finland,FIN,2021-02-08,49995
Finland,FIN,2021-02-09,53869
Finland,FIN,2021-02-10,55770
Finland,FIN,2021-02-11,60152
Finland,FIN,2021-02-12,63802
Finland,FIN,2021-02-13,66832
Finland,FIN,2021-02-14,66959
Finland,FIN,2021-02-15,66992
Finland,FIN,2021-02-16,67463
Finland,FIN,2021-02-17,68631
Finland,FIN,2021-02-18,70127
Finland,FIN,2021-02-19,71486
Finland,FIN,2021-02-20,72859
Finland,FIN,2021-02-21,75940
Finland,FIN,2021-02-24,75099
Finland,FIN,2021-02-25,77302
Finland,FIN,2021-02-26,79724
Finland,FIN,2021-02-27,80927
Finland,FIN,2021-02-28,81125
Finland,FIN,2021-03-01,82062
Finland,FIN,2021-03-03,83183
Finland,FIN,2021-03-04,83642
Finland,FIN,2021-03-05,84222
Finland,FIN,2021-03-06,84809
Finland,FIN,2021-03-08,84810
Finland,FIN,2021-03-09,85014
Finland,FIN,2021-03-10,85258
Finland,FIN,2021-03-11,85421
Finland,FIN,2021-03-12,85826
Finland,FIN,2021-03-13,86280
Finland,FIN,2021-03-14,86307
Finland,FIN,2021-03-15,86311
Finland,FIN,2021-03-16,86538
Finland,FIN,2021-03-17,86805
Finland,FIN,2021-03-18,87133
Finland,FIN,2021-03-19,87333
Finland,FIN,2021-03-20,87515
Finland,FIN,2021-03-21,87533
Finland,FIN,2021-03-22,87536
Finland,FIN,2021-03-23,87600
Finland,FIN,2021-03-24,87674
Finland,FIN,2021-03-25,87803
Finland,FIN,2021-03-26,88234
Finland,FIN,2021-03-27,88521
Finland,FIN,2021-03-29,88547
Finland,FIN,2021-03-30,88715
Finland,FIN,2021-03-31,88954
Finland,FIN,2021-04-01,89364
Finland,FIN,2021-04-02,89687
Finland,FIN,2021-04-03,89709
Finland,FIN,2021-04-04,89714
Finland,FIN,2021-04-05,89717
Finland,FIN,2021-04-06,89722
Finland,FIN,2021-04-07,90340
Finland,FIN,2021-04-08,91805
Finland,FIN,2021-04-09,93459
Finland,FIN,2021-04-10,94383
France,FRA,2021-01-26,5412
France,FRA,2021-01-27,11739
France,FRA,2021-01-28,24201
France,FRA,2021-01-29,41318
France,FRA,2021-01-30,45468
France,FRA,2021-01-31,47137
France,FRA,2021-02-01,67993
France,FRA,2021-02-02,102297
France,FRA,2021-02-03,138956
France,FRA,2021-02-04,189524
France,FRA,2021-02-05,233274
France,FRA,2021-02-06,243550
France,FRA,2021-02-07,248614
France,FRA,2021-02-08,294120
France,FRA,2021-02-09,366002
France,FRA,2021-02-10,442260
France,FRA,2021-02-11,540713
France,FRA,2021-02-12,614496
France,FRA,2021-02-13,633771
France,FRA,2021-02-14,640875
France,FRA,2021-02-15,716887
France,FRA,2021-02-16,816990
France,FRA,2021-02-17,919370
France,FRA,2021-02-18,1037266
France,FRA,2021-02-19,1127419
France,FRA,2021-02-20,1155637
France,FRA,2021-02-21,1161983
France,FRA,2021-02-22,1234673
France,FRA,2021-02-23,1318292
France,FRA,2021-02-24,1398984
France,FRA,2021-02-25,1490083
France,FRA,2021-02-26,1560575
France,FRA,2021-02-27,1582433
France,FRA,2021-02-28,1586842
France,FRA,2021-03-01,1639282
France,FRA,2021-03-02,1705966
France,FRA,2021-03-03,1771246
France,FRA,2021-03-04,1839826
France,FRA,2021-03-05,1902812
France,FRA,2021-03-06,1920395
France,FRA,2021-03-07,1925812
France,FRA,2021-03-08,1976264
France,FRA,2021-03-09,2032791
France,FRA,2021-03-10,2089694
France,FRA,2021-03-11,2152380
France,FRA,2021-03-12,2205468
France,FRA,2021-03-13,2220608
France,FRA,2021-03-14,2223980
France,FRA,2021-03-15,2256385
France,FRA,2021-03-17,2297100
France,FRA,2021-03-20,2427389
France,FRA,2021-03-21,2429958
France,FRA,2021-03-22,2463973
France,FRA,2021-03-23,2506023
France,FRA,2021-03-24,2549521
France,FRA,2021-03-25,2593879
France,FRA,2021-03-26,2635356
France,FRA,2021-03-27,2651777
France,FRA,2021-03-28,2655443
France,FRA,2021-03-29,2709292
France,FRA,2021-03-31,2851057
France,FRA,2021-04-01,2938186
France,FRA,2021-04-02,3029747
France,FRA,2021-04-03,3091225
France,FRA,2021-04-04,3109768
France,FRA,2021-04-05,3120634
France,FRA,2021-04-06,3227796
France,FRA,2021-04-07,3342650
France,FRA,2021-04-08,3488124
France,FRA,2021-04-09,3604653
Germany,DEU,2020-12-27,137
Germany,DEU,2020-12-28,137
Germany,DEU,2020-12-29,726
Germany,DEU,2020-12-30,730
Germany,DEU,2020-12-31,847
Germany,DEU,2021-01-01,847
Germany,DEU,2021-01-02,1063
Germany,DEU,2021-01-03,1063
Germany,DEU,2021-01-04,1063
Germany,DEU,2021-01-05,1087
Germany,DEU,2021-01-06,1088
Germany,DEU,2021-01-07,1092
Germany,DEU,2021-01-08,1410
Germany,DEU,2021-01-09,1459
Germany,DEU,2021-01-10,1466
Germany,DEU,2021-01-11,1517
Germany,DEU,2021-01-12,1567
Germany,DEU,2021-01-13,1744
Germany,DEU,2021-01-14,2023
Germany,DEU,2021-01-15,2692
Germany,DEU,2021-01-16,3662
Germany,DEU,2021-01-17,20329
Germany,DEU,2021-01-18,36074
Germany,DEU,2021-01-19,68523
Germany,DEU,2021-01-20,119490
Germany,DEU,2021-01-21,159163
Germany,DEU,2021-01-22,193542
Germany,DEU,2021-01-23,238220
Germany,DEU,2021-01-24,261955
Germany,DEU,2021-01-25,299682
Germany,DEU,2021-01-26,347784
Germany,DEU,2021-01-27,407114
Germany,DEU,2021-01-28,453261
Germany,DEU,2021-01-29,510541
Germany,DEU,2021-01-30,561593
Germany,DEU,2021-01-31,592399
Germany,DEU,2021-02-01,654267
Germany,DEU,2021-02-02,721133
Germany,DEU,2021-02-03,815090
Germany,DEU,2021-02-04,885193
Germany,DEU,2021-02-05,961532
Germany,DEU,2021-02-06,1014159
Germany,DEU,2021-02-07,1039592
Germany,DEU,2021-02-08,1096100
Germany,DEU,2021-02-09,1169208
Germany,DEU,2021-02-10,1244220
Germany,DEU,2021-02-11,1312340
Germany,DEU,2021-02-12,1388029
Germany,DEU,2021-02-13,1433989
Germany,DEU,2021-02-14,1459006
Germany,DEU,2021-02-15,1514731
Germany,DEU,2021-02-16,1567673
Germany,DEU,2021-02-17,1623070
Germany,DEU,2021-02-18,1674717
Germany,DEU,2021-02-19,1728207
Germany,DEU,2021-02-20,1765871
Germany,DEU,2021-02-21,1794762
Germany,DEU,2021-02-22,1855735
Germany,DEU,2021-02-23,1915547
Germany,DEU,2021-02-24,1974381
Germany,DEU,2021-02-25,2032587
Germany,DEU,2021-02-26,2096743
Germany,DEU,2021-02-27,2136641
Germany,DEU,2021-02-28,2160878
Germany,DEU,2021-03-01,2210191
Germany,DEU,2021-03-02,2263800
Germany,DEU,2021-03-03,2331907
Germany,DEU,2021-03-04,2394572
Germany,DEU,2021-03-05,2461043
Germany,DEU,2021-03-06,2510162
Germany,DEU,2021-03-07,2544804
Germany,DEU,2021-03-08,2597322
Germany,DEU,2021-03-09,2652039
Germany,DEU,2021-03-10,2717425
Germany,DEU,2021-03-11,2778339
Germany,DEU,2021-03-12,2849797
Germany,DEU,2021-03-13,2899153
Germany,DEU,2021-03-14,2935185
Germany,DEU,2021-03-15,2993997
Germany,DEU,2021-03-16,3060999
Germany,DEU,2021-03-17,3139882
Germany,DEU,2021-03-18,3214668
Germany,DEU,2021-03-19,3296787
Germany,DEU,2021-03-20,3350567
Germany,DEU,2021-03-21,3389332
Germany,DEU,2021-03-22,3466277
Germany,DEU,2021-03-23,3549837
Germany,DEU,2021-03-24,3637543
Germany,DEU,2021-03-25,3716897
Germany,DEU,2021-03-26,3805518
Germany,DEU,2021-03-27,3868696
Germany,DEU,2021-03-28,3921326
Germany,DEU,2021-03-29,4009696
Germany,DEU,2021-03-30,4102319
Germany,DEU,2021-03-31,4204443
Germany,DEU,2021-04-01,4295922
Germany,DEU,2021-04-02,4367321
Germany,DEU,2021-04-03,4433279
Germany,DEU,2021-04-04,4486759
Germany,DEU,2021-04-05,4560018
Germany,DEU,2021-04-06,4657975
Germany,DEU,2021-04-07,4752461
Germany,DEU,2021-04-08,4839505
Germany,DEU,2021-04-09,4910308
Gibraltar,GIB,2021-01-31,400
Gibraltar,GIB,2021-02-01,1325
Gibraltar,GIB,2021-02-02,2320
Gibraltar,GIB,2021-02-03,3011
Gibraltar,GIB,2021-02-04,3943
Gibraltar,GIB,2021-02-05,4876
Gibraltar,GIB,2021-02-06,5573
Gibraltar,GIB,2021-02-07,5573
Gibraltar,GIB,2021-02-08,6140
Gibraltar,GIB,2021-02-09,6719
Gibraltar,GIB,2021-02-10,6737
Gibraltar,GIB,2021-02-11,7667
Gibraltar,GIB,2021-02-12,8595
Gibraltar,GIB,2021-02-13,9522
Gibraltar,GIB,2021-02-14,10053
Gibraltar,GIB,2021-02-15,10244
Gibraltar,GIB,2021-02-16,10772
Gibraltar,GIB,2021-02-17,11303
Gibraltar,GIB,2021-02-18,12053
Gibraltar,GIB,2021-02-19,12573
Gibraltar,GIB,2021-02-20,12573
Gibraltar,GIB,2021-02-21,12606
Gibraltar,GIB,2021-02-22,12729
Gibraltar,GIB,2021-02-23,12846
Gibraltar,GIB,2021-02-24,12928
Gibraltar,GIB,2021-02-25,13009
Gibraltar,GIB,2021-02-26,13178
Gibraltar,GIB,2021-02-27,13290
Gibraltar,GIB,2021-02-28,13290
Gibraltar,GIB,2021-03-02,13704
Gibraltar,GIB,2021-03-03,14101
Gibraltar,GIB,2021-03-04,15023
Gibraltar,GIB,2021-03-05,15155
Gibraltar,GIB,2021-03-06,15403
Gibraltar,GIB,2021-03-07,15572
Gibraltar,GIB,2021-03-08,15572
Gibraltar,GIB,2021-03-09,15809
Gibraltar,GIB,2021-03-10,15962
Gibraltar,GIB,2021-03-11,15962
Gibraltar,GIB,2021-03-12,16517
Gibraltar,GIB,2021-03-13,16526
Gibraltar,GIB,2021-03-14,16526
Gibraltar,GIB,2021-03-15,17579
Gibraltar,GIB,2021-03-16,18629
Gibraltar,GIB,2021-03-17,19579
Gibraltar,GIB,2021-03-18,20147
Gibraltar,GIB,2021-03-19,21250
Gibraltar,GIB,2021-03-20,22293
Gibraltar,GIB,2021-03-21,23052
Gibraltar,GIB,2021-03-22,23052
Gibraltar,GIB,2021-03-23,23691
Gibraltar,GIB,2021-03-24,24355
Gibraltar,GIB,2021-03-25,25206
Gibraltar,GIB,2021-03-26,25736
Gibraltar,GIB,2021-03-27,26702
Gibraltar,GIB,2021-03-28,27662
Gibraltar,GIB,2021-03-29,27952
Gibraltar,GIB,2021-03-31,28492
Gibraltar,GIB,2021-04-01,28256
Gibraltar,GIB,2021-04-02,28614
Gibraltar,GIB,2021-04-03,29446
Gibraltar,GIB,2021-04-09,29560
Gibraltar,GIB,2021-04-10,29692
Greece,GRC,2021-01-16,2
Greece,GRC,2021-01-18,423
Greece,GRC,2021-01-19,1072
Greece,GRC,2021-01-20,1664
Greece,GRC,2021-01-21,2261
Greece,GRC,2021-01-22,2579
Greece,GRC,2021-01-23,3135
Greece,GRC,2021-01-25,8061
Greece,GRC,2021-01-26,13145
Greece,GRC,2021-01-27,17879
Greece,GRC,2021-01-28,23797
Greece,GRC,2021-01-29,32742
Greece,GRC,2021-01-30,38888
Greece,GRC,2021-02-01,46566
Greece,GRC,2021-02-02,54085
Greece,GRC,2021-02-03,62019
Greece,GRC,2021-02-04,68464
Greece,GRC,2021-02-05,73695
Greece,GRC,2021-02-06,79760
Greece,GRC,2021-02-08,84753
Greece,GRC,2021-02-09,92582
Greece,GRC,2021-02-10,106123
Greece,GRC,2021-02-11,121616
Greece,GRC,2021-02-12,139289
Greece,GRC,2021-02-13,154907
Greece,GRC,2021-02-15,168696
Greece,GRC,2021-02-16,177926
Greece,GRC,2021-02-17,190697
Greece,GRC,2021-02-18,203913
Greece,GRC,2021-02-19,215274
Greece,GRC,2021-02-20,227594
Greece,GRC,2021-02-21,229589
Greece,GRC,2021-02-22,243590
Greece,GRC,2021-02-23,257476
Greece,GRC,2021-02-24,271837
Greece,GRC,2021-02-25,286331
Greece,GRC,2021-02-26,300926
Greece,GRC,2021-02-27,313647
Greece,GRC,2021-03-01,327136
Greece,GRC,2021-03-02,339402
Greece,GRC,2021-03-03,348191
Greece,GRC,2021-03-04,355559
Greece,GRC,2021-03-05,361428
Greece,GRC,2021-03-06,366361
Greece,GRC,2021-03-08,372424
Greece,GRC,2021-03-09,377850
Greece,GRC,2021-03-10,383443
Greece,GRC,2021-03-11,390632
Greece,GRC,2021-03-12,398936
Greece,GRC,2021-03-13,406070
Greece,GRC,2021-03-15,407793
Greece,GRC,2021-03-16,420634
Greece,GRC,2021-03-17,430094
Greece,GRC,2021-03-18,440559
Greece,GRC,2021-03-19,450319
Greece,GRC,2021-03-20,459446
Greece,GRC,2021-03-22,471061
Greece,GRC,2021-03-23,484817
Greece,GRC,2021-03-24,501414
Greece,GRC,2021-03-25,501445
Greece,GRC,2021-03-26,526435
Greece,GRC,2021-03-27,548494
Greece,GRC,2021-03-29,568803
Greece,GRC,2021-03-30,588298
Greece,GRC,2021-03-31,607174
Greece,GRC,2021-04-01,624688
Greece,GRC,2021-04-02,641917
Greece,GRC,2021-04-03,658942
Greece,GRC,2021-04-05,663688
Greece,GRC,2021-04-06,676401
Greece,GRC,2021-04-07,690748
Greece,GRC,2021-04-08,704794
Greece,GRC,2021-04-09,720209
Greece,GRC,2021-04-10,733850
Greenland,GRL,2021-03-01,1203
Guatemala,GTM,2021-03-27,370
Guatemala,GTM,2021-03-28,370
Guatemala,GTM,2021-03-29,518
Guatemala,GTM,2021-03-30,960
Guatemala,GTM,2021-03-31,1192
Guatemala,GTM,2021-04-01,1192
Guatemala,GTM,2021-04-02,1192
Guatemala,GTM,2021-04-03,1192
Guatemala,GTM,2021-04-04,1192
Guatemala,GTM,2021-04-05,1233
Guatemala,GTM,2021-04-06,1625
Guatemala,GTM,2021-04-07,1625
Guatemala,GTM,2021-04-08,1626
Guatemala,GTM,2021-04-09,1639
Guernsey,GGY,2021-01-24,522
Guernsey,GGY,2021-02-07,3090
Guernsey,GGY,2021-02-14,5334
Guernsey,GGY,2021-03-12,7883
Guernsey,GGY,2021-03-29,7654
Guernsey,GGY,2021-04-07,8254
Hong Kong,HKG,2021-03-03,2
Hong Kong,HKG,2021-03-04,2
Hong Kong,HKG,2021-03-05,2
Hong Kong,HKG,2021-03-06,3
Hong Kong,HKG,2021-03-07,4
Hong Kong,HKG,2021-03-08,4
Hong Kong,HKG,2021-03-09,5
Hong Kong,HKG,2021-03-10,6
Hong Kong,HKG,2021-03-11,6
Hong Kong,HKG,2021-03-12,6
Hong Kong,HKG,2021-03-13,7
Hong Kong,HKG,2021-03-14,7
Hong Kong,HKG,2021-03-15,7
Hong Kong,HKG,2021-03-16,7
Hong Kong,HKG,2021-03-17,7
Hong Kong,HKG,2021-03-18,7
Hong Kong,HKG,2021-03-19,7
Hong Kong,HKG,2021-03-20,7
Hong Kong,HKG,2021-03-21,7
Hong Kong,HKG,2021-03-22,50
Hong Kong,HKG,2021-03-23,444
Hong Kong,HKG,2021-03-24,476
Hong Kong,HKG,2021-03-25,504
Hong Kong,HKG,2021-03-26,5700
Hong Kong,HKG,2021-03-27,12007
Hong Kong,HKG,2021-03-28,18544
Hong Kong,HKG,2021-03-29,24596
Hong Kong,HKG,2021-03-30,34386
Hong Kong,HKG,2021-03-31,44033
Hong Kong,HKG,2021-04-01,54083
Hong Kong,HKG,2021-04-02,59798
Hong Kong,HKG,2021-04-03,68922
Hong Kong,HKG,2021-04-04,77177
Hong Kong,HKG,2021-04-05,90242
Hong Kong,HKG,2021-04-06,113290
Hong Kong,HKG,2021-04-07,143744
Hong Kong,HKG,2021-04-08,170803
Hong Kong,HKG,2021-04-09,201389
Hong Kong,HKG,2021-04-10,231452
Hungary,HUN,2021-01-18,1643
Hungary,HUN,2021-01-19,2939
Hungary,HUN,2021-01-20,4030
Hungary,HUN,2021-01-21,5815
Hungary,HUN,2021-01-22,6944
Hungary,HUN,2021-01-23,8135
Hungary,HUN,2021-01-24,9403
Hungary,HUN,2021-01-25,12639
Hungary,HUN,2021-01-26,17772
Hungary,HUN,2021-01-27,26293
Hungary,HUN,2021-01-28,37727
Hungary,HUN,2021-01-29,49606
Hungary,HUN,2021-01-30,56825
Hungary,HUN,2021-01-31,61266
Hungary,HUN,2021-02-01,68526
Hungary,HUN,2021-02-02,75036
Hungary,HUN,2021-02-03,84452
Hungary,HUN,2021-02-04,92773
Hungary,HUN,2021-02-05,101652
Hungary,HUN,2021-02-06,105242
Hungary,HUN,2021-02-07,107592
Hungary,HUN,2021-02-08,110395
Hungary,HUN,2021-02-09,113570
Hungary,HUN,2021-02-10,117368
Hungary,HUN,2021-02-11,120649
Hungary,HUN,2021-02-12,124423
Hungary,HUN,2021-02-13,128195
Hungary,HUN,2021-02-14,129339
Hungary,HUN,2021-02-15,131593
Hungary,HUN,2021-02-16,134824
Hungary,HUN,2021-02-17,141023
Hungary,HUN,2021-02-18,152432
Hungary,HUN,2021-02-19,172739
Hungary,HUN,2021-02-20,190705
Hungary,HUN,2021-02-21,201005
Hungary,HUN,2021-02-22,205720
Hungary,HUN,2021-02-23,208846
Hungary,HUN,2021-02-24,211073
Hungary,HUN,2021-02-25,240622
Hungary,HUN,2021-02-26,244407
Hungary,HUN,2021-02-27,249499
Hungary,HUN,2021-02-28,251691
Hungary,HUN,2021-03-01,252847
Hungary,HUN,2021-03-02,253368
Hungary,HUN,2021-03-03,267153
Hungary,HUN,2021-03-04,279727
Hungary,HUN,2021-03-05,304880
Hungary,HUN,2021-03-06,307573
Hungary,HUN,2021-03-07,307929
Hungary,HUN,2021-03-08,314485
Hungary,HUN,2021-03-09,317906
Hungary,HUN,2021-03-10,327428
Hungary,HUN,2021-03-11,351694
Hungary,HUN,2021-03-12,377343
Hungary,HUN,2021-03-13,392703
Hungary,HUN,2021-03-14,398962
Hungary,HUN,2021-03-15,399505
Hungary,HUN,2021-03-16,406746
Hungary,HUN,2021-03-17,421915
Hungary,HUN,2021-03-18,444451
Hungary,HUN,2021-03-19,465643
Hungary,HUN,2021-03-20,474891
Hungary,HUN,2021-03-21,479389
Hungary,HUN,2021-03-22,481820
Hungary,HUN,2021-03-23,494520
Hungary,HUN,2021-03-24,524604
Hungary,HUN,2021-03-25,594662
Hungary,HUN,2021-03-26,667303
Hungary,HUN,2021-03-27,685971
Hungary,HUN,2021-03-28,689392
