Entity,Code,Day,people_vaccinated
Afghanistan,AFG,2021-02-22,0
Afghanistan,AFG,2021-02-28,8200
Afghanistan,AFG,2021-03-16,54000
Afghanistan,AFG,2021-04-07,120000
Africa,,2021-01-09,0
Africa,,2021-01-13,2000
Africa,,2021-01-15,4000
Africa,,2021-01-16,7000
Africa,,2021-01-19,10976
Africa,,2021-01-20,13163
Africa,,2021-01-22,16890
Africa,,2021-01-23,18353
Africa,,2021-01-24,18353
Africa,,2021-01-25,19889
Africa,,2021-01-26,22712
Africa,,2021-01-27,25587
Africa,,2021-01-28,28779
Africa,,2021-01-29,30861
Africa,,2021-01-30,30861
Africa,,2021-01-31,30861
Africa,,2021-02-01,35286
Africa,,2021-02-02,36491
Africa,,2021-02-03,37401
Africa,,2021-02-04,37401
Africa,,2021-02-05,37401
Africa,,2021-02-06,37903
Africa,,2021-02-08,38028
Africa,,2021-02-09,38037
Africa,,2021-02-10,38040
Africa,,2021-02-11,38266
Africa,,2021-02-12,38266
Africa,,2021-02-13,42113
Africa,,2021-02-15,42122
Africa,,2021-02-16,42129
Africa,,2021-02-17,45789
Africa,,2021-02-18,48831
Africa,,2021-02-19,2411218
Africa,,2021-02-20,2505541
Africa,,2021-02-21,2511031
Africa,,2021-02-22,2624317
Africa,,2021-02-23,2723435
Africa,,2021-02-24,3016541
Africa,,2021-02-25,3291409
Africa,,2021-02-26,3481253
Africa,,2021-02-27,3604497
Africa,,2021-02-28,3612224
Africa,,2021-03-01,3758323
Africa,,2021-03-02,3858371
Africa,,2021-03-03,3962562
Africa,,2021-03-04,4056192
Africa,,2021-03-05,4207353
Africa,,2021-03-06,4333320
Africa,,2021-03-07,4374021
Africa,,2021-03-08,4647941
Africa,,2021-03-09,4722602
Africa,,2021-03-10,4925316
Africa,,2021-03-11,4995777
Africa,,2021-03-12,5052916
Africa,,2021-03-13,5209785
Africa,,2021-03-14,5226308
Africa,,2021-03-15,5323203
Africa,,2021-03-16,5364358
Africa,,2021-03-17,5410972
Africa,,2021-03-18,5597968
Africa,,2021-03-19,5644534
Africa,,2021-03-20,5665861
Africa,,2021-03-21,5687409
Africa,,2021-03-22,5716008
Africa,,2021-03-23,5781308
Africa,,2021-03-24,6348781
Africa,,2021-03-25,6408211
Africa,,2021-03-26,6513640
Africa,,2021-03-27,6574312
Africa,,2021-03-28,6830498
Africa,,2021-03-29,6917264
Africa,,2021-03-30,6998616
Africa,,2021-03-31,7330287
Africa,,2021-04-01,7486600
Africa,,2021-04-02,7563583
Africa,,2021-04-03,7647127
Africa,,2021-04-04,7710803
Africa,,2021-04-05,7804704
Africa,,2021-04-06,8099306
Africa,,2021-04-07,8412612
Africa,,2021-04-08,8550033
Africa,,2021-04-09,8664853
Africa,,2021-04-10,8722991
Albania,ALB,2021-01-10,0
Albania,ALB,2021-01-12,128
Albania,ALB,2021-01-13,188
Albania,ALB,2021-01-14,266
Albania,ALB,2021-01-15,308
Albania,ALB,2021-01-16,369
Albania,ALB,2021-01-17,405
Albania,ALB,2021-01-18,447
Albania,ALB,2021-01-19,483
Albania,ALB,2021-01-20,519
Albania,ALB,2021-01-21,549
Albania,ALB,2021-02-02,549
Albania,ALB,2021-02-09,689
Albania,ALB,2021-02-17,1090
Albania,ALB,2021-02-18,2438
Albania,ALB,2021-02-22,6073
Andorra,AND,2021-01-25,576
Andorra,AND,2021-02-01,1036
Andorra,AND,2021-02-10,1291
Andorra,AND,2021-02-12,1622
Andorra,AND,2021-02-19,2141
Andorra,AND,2021-02-24,2390
Andorra,AND,2021-03-08,2439
Andorra,AND,2021-03-10,3650
Andorra,AND,2021-03-15,7098
Angola,AGO,2021-03-01,0
Angola,AGO,2021-03-08,6169
Angola,AGO,2021-03-18,49000
Angola,AGO,2021-03-24,87022
Angola,AGO,2021-03-29,130750
Angola,AGO,2021-04-06,181578
Anguilla,AIA,2021-02-04,0
Anguilla,AIA,2021-02-13,1341
Anguilla,AIA,2021-02-14,2762
Anguilla,AIA,2021-02-26,3929
Anguilla,AIA,2021-03-13,5000
Anguilla,AIA,2021-03-19,5348
Antigua and Barbuda,ATG,2021-02-16,0
Antigua and Barbuda,ATG,2021-03-15,24164
Antigua and Barbuda,ATG,2021-03-19,25677
Antigua and Barbuda,ATG,2021-03-25,26424
Argentina,ARG,2021-01-20,243539
Argentina,ARG,2021-01-21,249372
Argentina,ARG,2021-01-22,254456
Argentina,ARG,2021-01-23,258876
Argentina,ARG,2021-01-24,260036
Argentina,ARG,2021-01-25,260122
Argentina,ARG,2021-01-26,266969
Argentina,ARG,2021-01-27,272323
Argentina,ARG,2021-01-28,276548
Argentina,ARG,2021-01-29,278451
Argentina,ARG,2021-01-30,281023
Argentina,ARG,2021-02-01,281577
Argentina,ARG,2021-02-03,284196
Argentina,ARG,2021-02-04,297717
Argentina,ARG,2021-02-06,307501
Argentina,ARG,2021-02-07,319316
Argentina,ARG,2021-02-08,322318
Argentina,ARG,2021-02-09,322975
Argentina,ARG,2021-02-10,337772
Argentina,ARG,2021-02-11,362649
Argentina,ARG,2021-02-12,368023
Argentina,ARG,2021-02-13,371629
Argentina,ARG,2021-02-14,372122
Argentina,ARG,2021-02-15,372181
Argentina,ARG,2021-02-16,373253
Argentina,ARG,2021-02-17,374002
Argentina,ARG,2021-02-18,392399
Argentina,ARG,2021-02-19,414958
Argentina,ARG,2021-02-20,445614
Argentina,ARG,2021-02-21,456929
Argentina,ARG,2021-02-22,458822
Argentina,ARG,2021-02-23,481689
Argentina,ARG,2021-02-24,513394
Argentina,ARG,2021-02-25,558831
Argentina,ARG,2021-02-26,620635
Argentina,ARG,2021-02-27,694470
Argentina,ARG,2021-02-28,731571
Argentina,ARG,2021-03-01,755212
Argentina,ARG,2021-03-02,823446
Argentina,ARG,2021-03-03,874916
Argentina,ARG,2021-03-04,941695
Argentina,ARG,2021-03-05,1030504
Argentina,ARG,2021-03-07,1182874
Argentina,ARG,2021-03-08,1202998
Argentina,ARG,2021-03-09,1301787
Argentina,ARG,2021-03-10,1424984
Argentina,ARG,2021-03-11,1564555
Argentina,ARG,2021-03-12,1719543
Argentina,ARG,2021-03-13,1876113
Argentina,ARG,2021-03-14,1932696
Argentina,ARG,2021-03-15,1952883
Argentina,ARG,2021-03-16,2064529
Argentina,ARG,2021-03-17,2170116
Argentina,ARG,2021-03-18,2289249
Argentina,ARG,2021-03-19,2382859
Argentina,ARG,2021-03-20,2472426
Argentina,ARG,2021-03-21,2514480
Argentina,ARG,2021-03-22,2535054
Argentina,ARG,2021-03-23,2618750
Argentina,ARG,2021-03-24,2694454
Argentina,ARG,2021-03-25,2730260
Argentina,ARG,2021-03-26,2824344
Argentina,ARG,2021-03-27,2908932
Argentina,ARG,2021-03-28,2959843
Argentina,ARG,2021-03-29,2980182
Argentina,ARG,2021-03-30,3073630
Argentina,ARG,2021-03-31,3214538
Argentina,ARG,2021-04-01,3342427
Argentina,ARG,2021-04-02,3440284
Argentina,ARG,2021-04-03,3495125
Argentina,ARG,2021-04-04,3550166
Argentina,ARG,2021-04-05,3576423
Argentina,ARG,2021-04-06,3712009
Argentina,ARG,2021-04-07,3870734
Argentina,ARG,2021-04-08,4064154
Argentina,ARG,2021-04-09,4244964
Argentina,ARG,2021-04-10,4478948
Armenia,ARM,2021-03-31,565
Asia,,2020-12-15,0
Asia,,2020-12-19,61
Asia,,2020-12-20,7433
Asia,,2020-12-21,32305
Asia,,2020-12-22,76917
Asia,,2020-12-23,178699
Asia,,2020-12-24,263101
Asia,,2020-12-25,302010
Asia,,2020-12-26,335576
Asia,,2020-12-27,441919
Asia,,2020-12-28,579745
Asia,,2020-12-29,738233
Asia,,2020-12-30,893774
Asia,,2020-12-31,1054575
Asia,,2021-01-01,1126445
Asia,,2021-01-02,1199461
Asia,,2021-01-03,1350905
Asia,,2021-01-04,1505428
Asia,,2021-01-05,1634431
Asia,,2021-01-06,1743170
Asia,,2021-01-07,1863481
Asia,,2021-01-08,1935808
Asia,,2021-01-09,1986124
Asia,,2021-01-10,2866150
Asia,,2021-01-11,2896259
Asia,,2021-01-12,2930428
Asia,,2021-01-13,2987943
Asia,,2021-01-14,3053815
Asia,,2021-01-15,3097622
Asia,,2021-01-16,3333034
Asia,,2021-01-17,3438769
Asia,,2021-01-18,3739274
Asia,,2021-01-19,4033377
Asia,,2021-01-20,4242065
Asia,,2021-01-21,4548678
Asia,,2021-01-22,5119234
Asia,,2021-01-23,5380673
Asia,,2021-01-24,5500130
Asia,,2021-01-25,6001853
Asia,,2021-01-26,6191539
Asia,,2021-01-27,6716627
Asia,,2021-01-28,7430634
Asia,,2021-01-29,8081464
Asia,,2021-01-30,8470337
Asia,,2021-01-31,8643418
Asia,,2021-02-01,9001066
Asia,,2021-02-02,9361618
Asia,,2021-02-03,9804910
Asia,,2021-02-04,10451566
Asia,,2021-02-05,11376911
Asia,,2021-02-06,11863531
Asia,,2021-02-07,12005679
Asia,,2021-02-08,12562016
Asia,,2021-02-09,13186212
Asia,,2021-02-10,14063472
Asia,,2021-02-11,14707506
Asia,,2021-02-12,18289412
Asia,,2021-02-13,19044437
Asia,,2021-02-14,19396328
Asia,,2021-02-15,20526742
Asia,,2021-02-16,21472107
Asia,,2021-02-17,22646862
Asia,,2021-02-18,24118507
Asia,,2021-02-19,24869315
Asia,,2021-02-20,25633919
Asia,,2021-02-21,25954532
Asia,,2021-02-22,26711652
Asia,,2021-02-23,30332586
Asia,,2021-02-24,31261609
Asia,,2021-02-25,32162848
Asia,,2021-02-26,32868090
Asia,,2021-02-27,33454315
Asia,,2021-02-28,33816853
Asia,,2021-03-01,34915560
Asia,,2021-03-02,36373523
Asia,,2021-03-03,37905409
Asia,,2021-03-04,39572565
Asia,,2021-03-05,41176533
Asia,,2021-03-06,42523098
Asia,,2021-03-07,43278325
Asia,,2021-03-08,45426267
Asia,,2021-03-09,47270825
Asia,,2021-03-10,49412981
Asia,,2021-03-11,50396895
Asia,,2021-03-12,52330604
Asia,,2021-03-13,54006445
Asia,,2021-03-14,54454816
Asia,,2021-03-15,57757473
Asia,,2021-03-16,60307525
Asia,,2021-03-17,62640281
Asia,,2021-03-18,64882787
Asia,,2021-03-19,67872596
Asia,,2021-03-20,70737283
Asia,,2021-03-21,71303595
Asia,,2021-03-22,75368115
Asia,,2021-03-23,78327927
Asia,,2021-03-24,81030557
Asia,,2021-03-25,83804463
Asia,,2021-03-26,86849716
Asia,,2021-03-27,89209604
Asia,,2021-03-28,89816056
Asia,,2021-03-29,91101347
Asia,,2021-03-30,93573118
Asia,,2021-03-31,96552352
Asia,,2021-04-01,100755988
Asia,,2021-04-02,105051635
Asia,,2021-04-03,108181699
Asia,,2021-04-04,111608774
Asia,,2021-04-05,115806132
Asia,,2021-04-06,121418252
Asia,,2021-04-07,125058948
Asia,,2021-04-08,129863154
Asia,,2021-04-09,133631834
Asia,,2021-04-10,137633704
Australia,AUS,2021-02-15,0
Australia,AUS,2021-02-16,0
Australia,AUS,2021-02-17,0
Australia,AUS,2021-02-18,0
Australia,AUS,2021-02-19,0
Australia,AUS,2021-02-20,0
Australia,AUS,2021-02-21,0
Australia,AUS,2021-02-22,20
Australia,AUS,2021-02-23,2879
Australia,AUS,2021-02-24,6908
Australia,AUS,2021-02-25,17500
Australia,AUS,2021-02-26,25000
Australia,AUS,2021-02-27,30000
Australia,AUS,2021-02-28,31894
Australia,AUS,2021-03-01,33702
Australia,AUS,2021-03-02,41907
Australia,AUS,2021-03-03,50840
Australia,AUS,2021-03-04,61008
Australia,AUS,2021-03-05,71867
Australia,AUS,2021-03-06,76940
Australia,AUS,2021-03-07,81345
Australia,AUS,2021-03-08,86369
Australia,AUS,2021-03-09,94908
Australia,AUS,2021-03-10,106200
Australia,AUS,2021-03-11,125000
Australia,AUS,2021-03-12,135103
Australia,AUS,2021-03-13,159294
Austria,AUT,2020-12-27,731
Austria,AUT,2020-12-28,2025
Austria,AUT,2020-12-29,3643
Austria,AUT,2020-12-30,4991
Austria,AUT,2020-12-31,4999
Austria,AUT,2021-01-01,5002
Austria,AUT,2021-01-02,5008
Austria,AUT,2021-01-03,5009
Austria,AUT,2021-01-04,5124
Austria,AUT,2021-01-05,6914
Austria,AUT,2021-01-06,7746
Austria,AUT,2021-01-07,10920
Austria,AUT,2021-01-08,23857
Austria,AUT,2021-01-09,28252
Austria,AUT,2021-01-10,30463
Austria,AUT,2021-01-11,36064
Austria,AUT,2021-01-12,50549
Austria,AUT,2021-01-13,65730
Austria,AUT,2021-01-14,82232
Austria,AUT,2021-01-15,100188
Austria,AUT,2021-01-16,106932
Austria,AUT,2021-01-17,112252
Austria,AUT,2021-01-18,122733
Austria,AUT,2021-01-19,147040
Austria,AUT,2021-01-20,169186
Austria,AUT,2021-01-21,188631
Austria,AUT,2021-01-22,199697
Austria,AUT,2021-01-23,202810
Austria,AUT,2021-01-24,204046
Austria,AUT,2021-01-25,205426
Austria,AUT,2021-01-26,213003
Austria,AUT,2021-01-27,220468
Austria,AUT,2021-01-28,227648
Austria,AUT,2021-01-29,232956
Austria,AUT,2021-01-30,234284
Austria,AUT,2021-01-31,234638
Austria,AUT,2021-02-01,236211
Austria,AUT,2021-02-02,239326
Austria,AUT,2021-02-03,242528
Austria,AUT,2021-02-04,245496
Austria,AUT,2021-02-05,249562
Austria,AUT,2021-02-06,252302
Austria,AUT,2021-02-07,252904
Austria,AUT,2021-02-08,254934
Austria,AUT,2021-02-09,257752
Austria,AUT,2021-02-10,261279
Austria,AUT,2021-02-11,266485
Austria,AUT,2021-02-12,274764
Austria,AUT,2021-02-13,279998
Austria,AUT,2021-02-14,280450
Austria,AUT,2021-02-15,284347
Austria,AUT,2021-02-16,291286
Austria,AUT,2021-02-17,300983
Austria,AUT,2021-02-18,312543
Austria,AUT,2021-02-19,325384
Austria,AUT,2021-02-20,336584
Austria,AUT,2021-02-21,342092
Austria,AUT,2021-02-22,347162
Austria,AUT,2021-02-23,357344
Austria,AUT,2021-02-24,373482
Austria,AUT,2021-02-25,389691
Austria,AUT,2021-02-26,413415
Austria,AUT,2021-02-27,436019
Austria,AUT,2021-02-28,445765
Austria,AUT,2021-03-01,453505
Austria,AUT,2021-03-02,476158
Austria,AUT,2021-03-03,501400
Austria,AUT,2021-03-04,525537
Austria,AUT,2021-03-05,558685
Austria,AUT,2021-03-06,584032
Austria,AUT,2021-03-07,595204
Austria,AUT,2021-03-08,605243
Austria,AUT,2021-03-09,629788
Austria,AUT,2021-03-10,653997
Austria,AUT,2021-03-11,692932
Austria,AUT,2021-03-12,745116
Austria,AUT,2021-03-13,790805
Austria,AUT,2021-03-14,816076
Austria,AUT,2021-03-15,834405
Austria,AUT,2021-03-16,856121
Austria,AUT,2021-03-17,881499
Austria,AUT,2021-03-18,907866
Austria,AUT,2021-03-19,952274
Austria,AUT,2021-03-20,989347
Austria,AUT,2021-03-21,1000866
Austria,AUT,2021-03-22,1013965
Austria,AUT,2021-03-23,1032343
Austria,AUT,2021-03-24,1053273
Austria,AUT,2021-03-25,1082008
Austria,AUT,2021-03-26,1113375
Austria,AUT,2021-03-27,1139023
Austria,AUT,2021-03-28,1148736
Austria,AUT,2021-03-29,1169278
Austria,AUT,2021-03-30,1197940
Austria,AUT,2021-03-31,1219439
Austria,AUT,2021-04-01,1241763
Austria,AUT,2021-04-02,1266109
Austria,AUT,2021-04-03,1278655
Austria,AUT,2021-04-04,1286857
Austria,AUT,2021-04-05,1294548
Austria,AUT,2021-04-06,1319323
Austria,AUT,2021-04-07,1357078
Austria,AUT,2021-04-08,1401761
Austria,AUT,2021-04-09,1444906
Austria,AUT,2021-04-10,1480000
Azerbaijan,AZE,2021-01-17,0
Azerbaijan,AZE,2021-02-06,65000
Azerbaijan,AZE,2021-03-01,293360
Azerbaijan,AZE,2021-03-03,337315
Azerbaijan,AZE,2021-03-09,411496
Azerbaijan,AZE,2021-03-10,428635
Azerbaijan,AZE,2021-03-11,436849
Azerbaijan,AZE,2021-03-12,443888
Azerbaijan,AZE,2021-03-13,450316
Azerbaijan,AZE,2021-03-14,453586
Azerbaijan,AZE,2021-03-20,482664
Azerbaijan,AZE,2021-03-26,510420
Azerbaijan,AZE,2021-04-01,558485
Azerbaijan,AZE,2021-04-02,569994
Azerbaijan,AZE,2021-04-03,582463
Azerbaijan,AZE,2021-04-04,590914
Azerbaijan,AZE,2021-04-05,591012
Azerbaijan,AZE,2021-04-06,611471
Azerbaijan,AZE,2021-04-07,639463
Azerbaijan,AZE,2021-04-08,672503
Azerbaijan,AZE,2021-04-09,706433
Azerbaijan,AZE,2021-04-10,739319
Bahamas,BHS,2021-03-17,110
Bahamas,BHS,2021-03-18,7000
Bahrain,BHR,2020-12-23,38965
Bahrain,BHR,2020-12-24,50071
Bahrain,BHR,2020-12-25,50543
Bahrain,BHR,2020-12-26,51556
Bahrain,BHR,2020-12-27,53614
Bahrain,BHR,2020-12-28,55014
Bahrain,BHR,2020-12-29,56041
Bahrain,BHR,2020-12-30,57317
Bahrain,BHR,2020-12-31,58643
Bahrain,BHR,2021-01-01,59351
Bahrain,BHR,2021-01-02,60097
Bahrain,BHR,2021-01-03,60689
Bahrain,BHR,2021-01-04,61612
Bahrain,BHR,2021-01-05,63893
Bahrain,BHR,2021-01-06,68472
Bahrain,BHR,2021-01-07,72239
Bahrain,BHR,2021-01-08,78291
Bahrain,BHR,2021-01-09,84157
Bahrain,BHR,2021-01-10,89250
Bahrain,BHR,2021-01-11,92598
Bahrain,BHR,2021-01-12,97776
Bahrain,BHR,2021-01-13,101363
Bahrain,BHR,2021-01-14,109566
Bahrain,BHR,2021-01-15,122819
Bahrain,BHR,2021-01-16,137159
Bahrain,BHR,2021-01-17,141563
Bahrain,BHR,2021-01-18,142831
Bahrain,BHR,2021-01-19,143596
Bahrain,BHR,2021-01-20,144130
Bahrain,BHR,2021-01-26,165953
Bahrain,BHR,2021-01-27,167731
Bahrain,BHR,2021-01-28,169440
Bahrain,BHR,2021-01-29,169810
Bahrain,BHR,2021-01-30,170433
Bahrain,BHR,2021-01-31,171568
Bahrain,BHR,2021-02-01,172912
Bahrain,BHR,2021-02-02,174075
Bahrain,BHR,2021-02-03,175094
Bahrain,BHR,2021-02-04,177233
Bahrain,BHR,2021-02-05,179550
Bahrain,BHR,2021-02-06,182543
Bahrain,BHR,2021-02-07,191406
Bahrain,BHR,2021-02-08,201116
Bahrain,BHR,2021-02-09,212940
Bahrain,BHR,2021-02-10,219595
Bahrain,BHR,2021-02-11,224919
Bahrain,BHR,2021-02-12,232540
Bahrain,BHR,2021-02-13,242260
Bahrain,BHR,2021-02-14,248775
Bahrain,BHR,2021-02-15,250946
Bahrain,BHR,2021-02-16,252990
Bahrain,BHR,2021-02-17,257580
Bahrain,BHR,2021-02-18,263422
Bahrain,BHR,2021-02-19,268273
Bahrain,BHR,2021-02-20,271749
Bahrain,BHR,2021-02-21,274960
Bahrain,BHR,2021-02-22,278222
Bahrain,BHR,2021-02-23,281425
Bahrain,BHR,2021-02-24,284948
Bahrain,BHR,2021-02-25,290103
Bahrain,BHR,2021-02-26,292917
Bahrain,BHR,2021-02-27,295296
Bahrain,BHR,2021-02-28,298171
Bahrain,BHR,2021-03-01,301103
Bahrain,BHR,2021-03-02,302671
Bahrain,BHR,2021-03-03,303962
Bahrain,BHR,2021-03-04,305619
Bahrain,BHR,2021-03-05,307142
Bahrain,BHR,2021-03-06,307145
Bahrain,BHR,2021-03-07,308465
Bahrain,BHR,2021-03-08,309741
Bahrain,BHR,2021-03-09,310644
Bahrain,BHR,2021-03-10,311829
Bahrain,BHR,2021-03-11,312104
Bahrain,BHR,2021-03-12,312119
Bahrain,BHR,2021-03-13,322508
Bahrain,BHR,2021-03-14,337016
Bahrain,BHR,2021-03-15,349970
Bahrain,BHR,2021-03-16,361241
Bahrain,BHR,2021-03-17,374873
Bahrain,BHR,2021-03-18,386426
Bahrain,BHR,2021-03-19,396356
Bahrain,BHR,2021-03-20,407322
Bahrain,BHR,2021-03-21,417364
Bahrain,BHR,2021-03-22,428240
Bahrain,BHR,2021-03-23,439433
Bahrain,BHR,2021-03-24,452551
Bahrain,BHR,2021-03-25,464040
Bahrain,BHR,2021-03-26,471927
Bahrain,BHR,2021-03-27,478094
Bahrain,BHR,2021-03-28,487640
Bahrain,BHR,2021-03-29,496492
Bahrain,BHR,2021-03-30,502541
Bahrain,BHR,2021-03-31,510877
Bahrain,BHR,2021-04-01,517603
Bahrain,BHR,2021-04-02,522955
Bahrain,BHR,2021-04-03,527339
Bahrain,BHR,2021-04-04,530415
Bahrain,BHR,2021-04-05,534356
Bahrain,BHR,2021-04-06,539956
Bahrain,BHR,2021-04-07,546540
Bahrain,BHR,2021-04-08,552084
Bahrain,BHR,2021-04-09,557298
Bahrain,BHR,2021-04-10,562253
Bangladesh,BGD,2021-01-26,0
Bangladesh,BGD,2021-01-27,26
Bangladesh,BGD,2021-01-28,567
Bangladesh,BGD,2021-02-07,31160
Bangladesh,BGD,2021-02-09,179318
Bangladesh,BGD,2021-02-10,337769
Bangladesh,BGD,2021-02-13,736680
Bangladesh,BGD,2021-02-14,906033
Bangladesh,BGD,2021-02-15,1132711
Bangladesh,BGD,2021-02-16,1359613
Bangladesh,BGD,2021-02-17,1586368
Bangladesh,BGD,2021-02-18,1848313
Bangladesh,BGD,2021-02-20,2082877
Bangladesh,BGD,2021-02-22,2308157
Bangladesh,BGD,2021-02-23,2491053
Bangladesh,BGD,2021-02-24,2673038
Bangladesh,BGD,2021-02-25,2850940
Bangladesh,BGD,2021-02-27,2984773
Bangladesh,BGD,2021-02-28,3110525
Bangladesh,BGD,2021-03-02,3341505
Bangladesh,BGD,2021-03-04,3581169
Bangladesh,BGD,2021-03-07,3682152
Bangladesh,BGD,2021-03-09,4013963
Bangladesh,BGD,2021-03-11,4218127
Bangladesh,BGD,2021-03-14,4398094
Bangladesh,BGD,2021-03-16,4580391
Bangladesh,BGD,2021-03-18,4687824
Bangladesh,BGD,2021-03-20,4760747
Bangladesh,BGD,2021-03-22,4911902
Bangladesh,BGD,2021-03-24,5069049
Bangladesh,BGD,2021-03-25,5139456
Bangladesh,BGD,2021-03-29,5319679
Bangladesh,BGD,2021-03-31,5370431
Bangladesh,BGD,2021-04-01,5412691
Bangladesh,BGD,2021-04-03,5452634
Bangladesh,BGD,2021-04-04,5498172
Bangladesh,BGD,2021-04-05,5539494
Bangladesh,BGD,2021-04-07,5568703
Bangladesh,BGD,2021-04-08,5583507
Bangladesh,BGD,2021-04-10,5603450
Barbados,BRB,2021-02-15,4490
Barbados,BRB,2021-02-16,6683
Barbados,BRB,2021-02-17,9115
Barbados,BRB,2021-02-18,11494
Barbados,BRB,2021-02-19,14411
Barbados,BRB,2021-02-20,15837
Barbados,BRB,2021-02-21,16544
Barbados,BRB,2021-02-22,19089
Barbados,BRB,2021-02-23,22037
Barbados,BRB,2021-02-24,25578
Barbados,BRB,2021-02-25,29283
Barbados,BRB,2021-02-26,33633
Barbados,BRB,2021-02-27,36749
Barbados,BRB,2021-02-28,38615
Barbados,BRB,2021-03-01,41125
Barbados,BRB,2021-03-02,43235
Barbados,BRB,2021-03-03,44859
Barbados,BRB,2021-03-04,46442
Barbados,BRB,2021-03-05,48480
Barbados,BRB,2021-03-06,48886
Barbados,BRB,2021-03-07,49317
Barbados,BRB,2021-03-08,49393
Barbados,BRB,2021-03-09,49757
Barbados,BRB,2021-03-10,50263
Barbados,BRB,2021-03-11,50703
Barbados,BRB,2021-03-12,50980
Barbados,BRB,2021-03-13,51595
Barbados,BRB,2021-03-14,52290
Barbados,BRB,2021-03-15,53129
Barbados,BRB,2021-03-16,54631
Barbados,BRB,2021-03-17,56018
Barbados,BRB,2021-03-18,58214
Barbados,BRB,2021-03-19,60206
Barbados,BRB,2021-03-20,61108
Barbados,BRB,2021-03-21,61752
Barbados,BRB,2021-03-22,61781
Barbados,BRB,2021-03-23,62765
Barbados,BRB,2021-03-25,62802
Barbados,BRB,2021-03-26,63689
Barbados,BRB,2021-03-29,63711
Barbados,BRB,2021-03-30,63715
Barbados,BRB,2021-03-31,63728
Barbados,BRB,2021-04-01,63735
Barbados,BRB,2021-04-02,63738
Barbados,BRB,2021-04-07,63747
Barbados,BRB,2021-04-08,64645
Barbados,BRB,2021-04-09,65867
Belarus,BLR,2020-12-28,0
Belarus,BLR,2021-02-18,20944
Belarus,BLR,2021-03-12,20000
Belarus,BLR,2021-03-26,40518
Belgium,BEL,2020-12-28,298
Belgium,BEL,2020-12-29,299
Belgium,BEL,2020-12-30,777
Belgium,BEL,2020-12-31,786
Belgium,BEL,2021-01-01,794
Belgium,BEL,2021-01-04,797
Belgium,BEL,2021-01-05,2446
Belgium,BEL,2021-01-06,6328
Belgium,BEL,2021-01-07,14510
Belgium,BEL,2021-01-08,23750
Belgium,BEL,2021-01-09,26956
Belgium,BEL,2021-01-10,27355
Belgium,BEL,2021-01-11,32934
Belgium,BEL,2021-01-12,48615
Belgium,BEL,2021-01-13,70023
Belgium,BEL,2021-01-14,93255
Belgium,BEL,2021-01-15,116570
Belgium,BEL,2021-01-16,121729
Belgium,BEL,2021-01-17,125027
Belgium,BEL,2021-01-18,135939
Belgium,BEL,2021-01-19,154989
Belgium,BEL,2021-01-20,175795
Belgium,BEL,2021-01-21,205854
Belgium,BEL,2021-01-22,235231
Belgium,BEL,2021-01-23,243471
Belgium,BEL,2021-01-24,245347
Belgium,BEL,2021-01-25,256602
Belgium,BEL,2021-01-26,267556
Belgium,BEL,2021-01-27,280605
Belgium,BEL,2021-01-28,296160
Belgium,BEL,2021-01-29,308241
Belgium,BEL,2021-01-30,309831
Belgium,BEL,2021-01-31,310405
Belgium,BEL,2021-02-01,314327
Belgium,BEL,2021-02-02,324481
Belgium,BEL,2021-02-03,334515
Belgium,BEL,2021-02-04,344396
Belgium,BEL,2021-02-05,352301
Belgium,BEL,2021-02-06,353543
Belgium,BEL,2021-02-07,353851
Belgium,BEL,2021-02-08,356188
Belgium,BEL,2021-02-09,364240
Belgium,BEL,2021-02-10,370862
Belgium,BEL,2021-02-11,378853
Belgium,BEL,2021-02-12,385470
Belgium,BEL,2021-02-13,386073
Belgium,BEL,2021-02-14,386146
Belgium,BEL,2021-02-15,388196
Belgium,BEL,2021-02-16,392203
Belgium,BEL,2021-02-17,399294
Belgium,BEL,2021-02-18,410218
Belgium,BEL,2021-02-19,427885
Belgium,BEL,2021-02-20,432235
Belgium,BEL,2021-02-21,434121
Belgium,BEL,2021-02-22,443833
Belgium,BEL,2021-02-23,456002
Belgium,BEL,2021-02-24,470752
Belgium,BEL,2021-02-25,493444
Belgium,BEL,2021-02-26,518425
Belgium,BEL,2021-02-27,521964
Belgium,BEL,2021-02-28,522564
Belgium,BEL,2021-03-01,533169
Belgium,BEL,2021-03-02,549729
Belgium,BEL,2021-03-03,573343
Belgium,BEL,2021-03-04,613721
Belgium,BEL,2021-03-05,650648
Belgium,BEL,2021-03-06,658392
Belgium,BEL,2021-03-07,659684
Belgium,BEL,2021-03-08,674928
Belgium,BEL,2021-03-09,695819
Belgium,BEL,2021-03-10,722158
Belgium,BEL,2021-03-11,764858
Belgium,BEL,2021-03-12,795096
Belgium,BEL,2021-03-13,802376
Belgium,BEL,2021-03-14,802406
Belgium,BEL,2021-03-15,827986
Belgium,BEL,2021-03-16,870029
Belgium,BEL,2021-03-17,907446
Belgium,BEL,2021-03-18,964486
Belgium,BEL,2021-03-19,1011634
Belgium,BEL,2021-03-20,1031695
Belgium,BEL,2021-03-21,1032079
Belgium,BEL,2021-03-22,1058754
Belgium,BEL,2021-03-23,1100603
Belgium,BEL,2021-03-24,1150211
Belgium,BEL,2021-03-25,1205314
Belgium,BEL,2021-03-26,1253925
Belgium,BEL,2021-03-27,1272035
